,C,Gamma,Accuracy,Std
0,1e-10,1.0,0.21818181818181823,0.2713094458860532
1,1e-10,0.0774263682681127,0.4484848484848485,0.29141370376172865
2,1e-10,0.005994842503189409,0.9696969696969696,0.06583503328000129
3,1e-10,0.00046415888336127773,0.9878787878787879,0.03833063830507125
4,1e-10,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
5,1e-10,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
6,1e-10,2.1544346900318822e-07,0.993939393939394,0.01916531915253563
7,1e-10,1.6681005372000556e-08,0.9696969696969696,0.06583503328000129
8,1e-10,1.2915496650148826e-09,0.6787878787878788,0.12970263369110727
9,1e-10,1e-10,0.6787878787878788,0.12970263369110727
10,1.6681005372000592e-08,1.0,0.21818181818181823,0.2713094458860532
11,1.6681005372000592e-08,0.0774263682681127,0.4484848484848485,0.29141370376172865
12,1.6681005372000592e-08,0.005994842503189409,0.9696969696969696,0.06583503328000129
13,1.6681005372000592e-08,0.00046415888336127773,0.9878787878787879,0.03833063830507125
14,1.6681005372000592e-08,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
15,1.6681005372000592e-08,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
16,1.6681005372000592e-08,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
17,1.6681005372000592e-08,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
18,1.6681005372000592e-08,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
19,1.6681005372000592e-08,1e-10,0.6787878787878788,0.12970263369110727
20,2.782559402207126e-06,1.0,0.21818181818181823,0.2713094458860532
21,2.782559402207126e-06,0.0774263682681127,0.4484848484848485,0.29141370376172865
22,2.782559402207126e-06,0.005994842503189409,0.9696969696969696,0.06583503328000129
23,2.782559402207126e-06,0.00046415888336127773,0.9878787878787879,0.03833063830507125
24,2.782559402207126e-06,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
25,2.782559402207126e-06,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
26,2.782559402207126e-06,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
27,2.782559402207126e-06,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
28,2.782559402207126e-06,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
29,2.782559402207126e-06,1e-10,0.6787878787878788,0.12970263369110727
30,0.0004641588833612782,1.0,0.21818181818181823,0.2713094458860532
31,0.0004641588833612782,0.0774263682681127,0.4484848484848485,0.29141370376172865
32,0.0004641588833612782,0.005994842503189409,0.9696969696969696,0.06583503328000129
33,0.0004641588833612782,0.00046415888336127773,0.9878787878787879,0.03833063830507125
34,0.0004641588833612782,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
35,0.0004641588833612782,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
36,0.0004641588833612782,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
37,0.0004641588833612782,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
38,0.0004641588833612782,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
39,0.0004641588833612782,1e-10,0.6787878787878788,0.12970263369110727
40,0.07742636826811278,1.0,0.21818181818181823,0.2713094458860532
41,0.07742636826811278,0.0774263682681127,0.4484848484848485,0.29141370376172865
42,0.07742636826811278,0.005994842503189409,0.9696969696969696,0.06583503328000129
43,0.07742636826811278,0.00046415888336127773,0.9878787878787879,0.03833063830507125
44,0.07742636826811278,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
45,0.07742636826811278,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
46,0.07742636826811278,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
47,0.07742636826811278,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
48,0.07742636826811278,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
49,0.07742636826811278,1e-10,0.6787878787878788,0.12970263369110727
50,12.915496650148826,1.0,0.2242424242424243,0.27008824188069325
51,12.915496650148826,0.0774263682681127,0.6606060606060606,0.2877352114053144
52,12.915496650148826,0.005994842503189409,0.9757575757575758,0.04285495643554832
53,12.915496650148826,0.00046415888336127773,0.9757575757575758,0.058759755847470646
54,12.915496650148826,3.5938136638046256e-05,0.9878787878787879,0.03833063830507125
55,12.915496650148826,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
56,12.915496650148826,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
57,12.915496650148826,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
58,12.915496650148826,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
59,12.915496650148826,1e-10,0.6787878787878788,0.12970263369110727
60,2154.4346900318865,1.0,0.2242424242424243,0.27008824188069325
61,2154.4346900318865,0.0774263682681127,0.6606060606060606,0.2877352114053144
62,2154.4346900318865,0.005994842503189409,0.9757575757575758,0.04285495643554832
63,2154.4346900318865,0.00046415888336127773,0.9515151515151515,0.057495957457606876
64,2154.4346900318865,3.5938136638046256e-05,0.9454545454545454,0.07422696190252055
65,2154.4346900318865,2.782559402207126e-06,0.9757575757575758,0.058759755847470646
66,2154.4346900318865,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125
67,2154.4346900318865,1.6681005372000556e-08,0.993939393939394,0.01916531915253563
68,2154.4346900318865,1.2915496650148826e-09,0.9818181818181819,0.04110503020075919
69,2154.4346900318865,1e-10,0.6787878787878788,0.12970263369110727
