,C,Accuracy,Std,Time_train
0,1e-20,0.7199999999999999,0.08276472678623424,0.5679676532745361
1,2.5353644939701167e-20,0.8225000000000001,0.06466258578188781,0.5326943397521973
2,6.428073117284345e-20,0.8225,0.06932712311931023,0.5407094955444336
3,1.6297508346206402e-19,0.8225,0.06656763477847173,0.503690242767334
4,4.1320124001153346e-19,0.8225,0.07619875327064085,0.5007104873657227
5,1.0476157527896661e-18,0.8225,0.07619875327064085,0.6286404132843018
6,2.6560877829466947e-18,0.8225,0.07619875327064085,0.7015976905822754
7,6.734150657750801e-18,0.8225,0.07619875327064085,0.5776677131652832
8,1.7073526474706886e-17,0.8225,0.07619875327064085,0.8335216045379639
9,4.328761281083062e-17,0.8225,0.07619875327064085,0.6476287841796875
10,1.097498765493059e-16,0.8225,0.07619875327064085,0.5696744918823242
11,2.782559402207126e-16,0.8225,0.07619875327064085,0.6506245136260986
12,7.054802310718631e-16,0.8225,0.07619875327064085,0.7415721416473389
13,1.788649529057435e-15,0.8225,0.07619875327064085,0.7575681209564209
14,4.534878508128591e-15,0.8225,0.07619875327064085,0.6606202125549316
15,1.1497569953977357e-14,0.8225,0.07619875327064085,0.6346359252929688
16,2.9150530628251696e-14,0.8225,0.07619875327064085,0.5566799640655518
17,7.390722033525775e-14,0.8225,0.07619875327064085,1.9778640270233154
18,1.8738174228603867e-13,0.8225,0.07619875327064085,0.8964855670928955
19,4.750810162102794e-13,0.8225,0.07619875327064085,0.6676137447357178
20,1.2045035402587836e-12,0.8225,0.07619875327064085,0.9604499340057373
21,3.0538555088334124e-12,0.8225,0.07619875327064085,0.951453447341919
22,7.742636826811278e-12,0.8225,0.07619875327064085,0.5386917591094971
23,1.9630406500402685e-11,0.8225,0.07619875327064085,0.5686733722686768
24,4.977023564332114e-11,0.8225,0.07619875327064085,1.7719850540161133
25,1.2618568830660183e-10,0.8225,0.07619875327064085,0.7595605850219727
26,3.1992671377973845e-10,0.8225,0.07619875327064085,0.5366911888122559
27,8.111308307896856e-10,0.8225,0.07619875327064085,0.5766704082489014
28,2.0565123083486515e-09,0.8225,0.07619875327064085,1.3122477531433105
29,5.214008287999674e-09,0.8225,0.07619875327064085,0.7045934200286865
30,1.3219411484660288e-08,0.8225,0.07619875327064085,0.5147066116333008
31,3.351602650938834e-08,0.8225,0.07619875327064085,0.598656177520752
32,8.497534359086438e-08,0.8225,0.07619875327064085,0.542687177658081
33,2.1544346900318867e-07,0.8225,0.07619875327064085,0.5786676406860352
34,5.462277217684337e-07,0.8225,0.07619875327064085,0.5336945056915283
35,1.3848863713938746e-06,0.8225,0.07619875327064085,0.5526819229125977
36,3.5111917342151275e-06,0.8225,0.07619875327064085,0.5216984748840332
37,8.902150854450392e-06,0.8225,0.07619875327064085,0.5656726360321045
38,2.257019719633917e-05,0.835,0.06999999999999999,0.5316953659057617
39,5.72236765935022e-05,0.9149999999999998,0.03391164991562633,0.4797248840332031
40,0.0001450828778495943,0.9475,0.034369317712168786,0.5576789379119873
41,0.0003678379771828619,0.9574999999999999,0.029685855217594787,0.48372387886047363
42,0.0009326033468832181,0.9549999999999998,0.029154759474226497,0.4837195873260498
43,0.002364489412645407,0.9549999999999998,0.029154759474226497,0.4827229976654053
44,0.005994842503189421,0.9549999999999998,0.029154759474226497,0.4777262210845947
45,0.01519911082952927,0.9549999999999998,0.029154759474226497,0.507709264755249
46,0.038535285937105195,0.9549999999999998,0.029154759474226497,0.4797239303588867
47,0.09770099572992247,0.9549999999999998,0.029154759474226497,0.4787466526031494
48,0.2477076355991714,0.9549999999999998,0.029154759474226497,0.477705717086792
49,0.6280291441834273,0.9549999999999998,0.029154759474226497,0.4877185821533203
50,1.5922827933410872,0.9549999999999998,0.029154759474226497,0.4827439785003662
51,4.03701725859655,0.9549999999999998,0.029154759474226497,0.5726511478424072
52,10.235310218990268,0.9549999999999998,0.029154759474226497,0.6026546955108643
53,25.950242113997426,0.9549999999999998,0.029154759474226497,0.5276949405670166
54,65.79332246575656,0.9549999999999998,0.029154759474226497,0.49371838569641113
55,166.81005372000558,0.9549999999999998,0.029154759474226497,0.7265830039978027
56,422.9242874389499,0.9549999999999998,0.029154759474226497,0.8345201015472412
57,1072.2672220103254,0.9549999999999998,0.029154759474226497,0.5746912956237793
58,2718.588242732929,0.9549999999999998,0.029154759474226497,0.475705623626709
59,6892.612104349681,0.9549999999999998,0.029154759474226497,0.5027115345001221
60,17475.28400007683,0.9549999999999998,0.029154759474226497,0.5157032012939453
61,44306.214575838865,0.9549999999999998,0.029154759474226497,0.48372435569763184
62,112332.4032978022,0.9549999999999998,0.029154759474226497,0.4997110366821289
63,284803.5868435793,0.9549999999999998,0.029154759474226497,0.5047106742858887
64,722080.9018385457,0.9549999999999998,0.029154759474226497,0.4887211322784424
65,1830738.2802953697,0.9549999999999998,0.029154759474226497,0.4837214946746826
66,4641588.833612791,0.9549999999999998,0.029154759474226497,0.5107073783874512
67,11768119.524349943,0.9549999999999998,0.029154759474226497,0.5656750202178955
68,29836472.402833343,0.9549999999999998,0.029154759474226497,0.5836670398712158
