,C,Gamma,Accuracy,Std,Time_train
0,1e-10,1e-10,0.9878787878787879,0.03833063830507125,0.10793805122375488
1,1e-10,1.6681005372000592e-08,0.9454545454545454,0.07948410332487274,0.11293578147888184
2,1e-10,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.10793948173522949
3,1e-10,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10893487930297852
4,1e-10,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.11293554306030273
5,1e-10,12.915496650148826,0.890909090909091,0.07119600075436806,0.10993576049804688
6,1e-10,2154.4346900318865,0.8606060606060608,0.12211782836127202,0.10496163368225098
7,1e-10,359381.36638046405,0.8606060606060608,0.12211782836127202,0.10692048072814941
8,1e-10,59948425.03189421,0.8606060606060608,0.12211782836127202,0.10393714904785156
9,1e-10,10000000000.0,0.8606060606060608,0.12211782836127202,0.10993742942810059
10,1.6681005372000592e-08,1e-10,0.9454545454545454,0.07948410332487274,0.09894800186157227
11,1.6681005372000592e-08,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.10594773292541504
12,1.6681005372000592e-08,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.10496234893798828
13,1.6681005372000592e-08,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10594487190246582
14,1.6681005372000592e-08,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.11196112632751465
15,1.6681005372000592e-08,12.915496650148826,0.890909090909091,0.07119600075436806,0.10394573211669922
16,1.6681005372000592e-08,2154.4346900318865,0.8848484848484849,0.09030099651970509,0.10593962669372559
17,1.6681005372000592e-08,359381.36638046405,0.8848484848484849,0.09030099651970509,0.10494613647460938
18,1.6681005372000592e-08,59948425.03189421,0.8848484848484849,0.09030099651970509,0.10093927383422852
19,1.6681005372000592e-08,10000000000.0,0.8848484848484849,0.09030099651970509,0.11594176292419434
20,2.782559402207126e-06,1e-10,0.9878787878787879,0.03833063830507125,0.1306757926940918
21,2.782559402207126e-06,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.13492155075073242
22,2.782559402207126e-06,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.1182258129119873
23,2.782559402207126e-06,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.21787357330322266
24,2.782559402207126e-06,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.15491175651550293
25,2.782559402207126e-06,12.915496650148826,0.890909090909091,0.07119600075436806,0.12292909622192383
26,2.782559402207126e-06,2154.4346900318865,0.8606060606060608,0.12211782836127202,0.13692164421081543
27,2.782559402207126e-06,359381.36638046405,0.8606060606060608,0.12211782836127202,0.20888090133666992
28,2.782559402207126e-06,59948425.03189421,0.8606060606060608,0.12211782836127202,0.24785923957824707
29,2.782559402207126e-06,10000000000.0,0.8606060606060608,0.12211782836127202,0.22447633743286133
30,0.0004641588833612782,1e-10,0.9878787878787879,0.03833063830507125,0.1219322681427002
31,0.0004641588833612782,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.20888519287109375
32,0.0004641588833612782,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.280040979385376
33,0.0004641588833612782,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.12093806266784668
34,0.0004641588833612782,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.12352347373962402
35,0.0004641588833612782,12.915496650148826,0.890909090909091,0.07119600075436806,0.19088983535766602
36,0.0004641588833612782,2154.4346900318865,0.8848484848484849,0.09030099651970509,0.11293578147888184
37,0.0004641588833612782,359381.36638046405,0.8848484848484849,0.09030099651970509,0.11693120002746582
38,0.0004641588833612782,59948425.03189421,0.8848484848484849,0.09030099651970509,0.11293697357177734
39,0.0004641588833612782,10000000000.0,0.8848484848484849,0.09030099651970509,0.11893033981323242
40,0.07742636826811278,1e-10,0.9878787878787879,0.03833063830507125,0.1229701042175293
41,0.07742636826811278,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.13992977142333984
42,0.07742636826811278,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11149787902832031
43,0.07742636826811278,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10893750190734863
44,0.07742636826811278,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.14891719818115234
45,0.07742636826811278,12.915496650148826,0.8666666666666668,0.1063632046956621,0.14691472053527832
46,0.07742636826811278,2154.4346900318865,0.8545454545454547,0.11999387801953534,0.10595917701721191
47,0.07742636826811278,359381.36638046405,0.8606060606060608,0.12211782836127202,0.11191725730895996
48,0.07742636826811278,59948425.03189421,0.8606060606060608,0.12211782836127202,0.12992501258850098
49,0.07742636826811278,10000000000.0,0.8606060606060608,0.12211782836127202,0.11193561553955078
50,12.915496650148826,1e-10,0.9878787878787879,0.03833063830507125,0.10226082801818848
51,12.915496650148826,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.10893750190734863
52,12.915496650148826,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.10894083976745605
53,12.915496650148826,0.0004641588833612782,0.9818181818181819,0.05749595745760689,0.10893607139587402
54,12.915496650148826,0.07742636826811278,0.8242424242424243,0.16397271828446888,0.09196662902832031
55,12.915496650148826,12.915496650148826,0.593939393939394,0.17627926754241197,0.10252022743225098
56,12.915496650148826,2154.4346900318865,0.6242424242424243,0.17354934622153156,0.07493758201599121
57,12.915496650148826,359381.36638046405,0.6181818181818182,0.170775791558853,0.08195233345031738
58,12.915496650148826,59948425.03189421,0.6181818181818182,0.170775791558853,0.07395815849304199
59,12.915496650148826,10000000000.0,0.6181818181818182,0.170775791558853,0.07295918464660645
60,2154.4346900318865,1e-10,0.9878787878787879,0.03833063830507125,0.10094141960144043
61,2154.4346900318865,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.10593891143798828
62,2154.4346900318865,2.782559402207126e-06,0.9818181818181819,0.05749595745760689,0.12692618370056152
63,2154.4346900318865,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.12492966651916504
64,2154.4346900318865,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.10393929481506348
65,2154.4346900318865,12.915496650148826,0.5757575757575759,0.18914529132517863,0.08399844169616699
66,2154.4346900318865,2154.4346900318865,0.6121212121212122,0.15260216135774754,0.08693432807922363
67,2154.4346900318865,359381.36638046405,0.593939393939394,0.16194411170772588,0.10733771324157715
68,2154.4346900318865,59948425.03189421,0.593939393939394,0.16194411170772588,0.09694170951843262
69,2154.4346900318865,10000000000.0,0.593939393939394,0.16194411170772588,0.0859537124633789
70,359381.36638046405,1e-10,0.9878787878787879,0.03833063830507125,0.10294127464294434
71,359381.36638046405,1.6681005372000592e-08,0.9818181818181819,0.05749595745760689,0.10893726348876953
72,359381.36638046405,2.782559402207126e-06,0.9454545454545454,0.07422696190252055,0.13903164863586426
73,359381.36638046405,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.13989973068237305
74,359381.36638046405,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.1459183692932129
75,359381.36638046405,12.915496650148826,0.5818181818181819,0.23109910260530447,0.10553669929504395
76,359381.36638046405,2154.4346900318865,0.6181818181818183,0.155935519154771,0.10194253921508789
77,359381.36638046405,359381.36638046405,0.6000000000000001,0.1556997888323046,0.09394550323486328
78,359381.36638046405,59948425.03189421,0.6000000000000001,0.1556997888323046,0.09194684028625488
79,359381.36638046405,10000000000.0,0.6000000000000001,0.1556997888323046,0.0959475040435791
80,59948425.03189421,1e-10,0.9818181818181819,0.05749595745760689,0.10493898391723633
81,59948425.03189421,1.6681005372000592e-08,0.9454545454545454,0.07422696190252055,0.266845703125
82,59948425.03189421,2.782559402207126e-06,0.9454545454545454,0.07422696190252055,0.2408604621887207
83,59948425.03189421,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.13549423217773438
84,59948425.03189421,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.10394048690795898
85,59948425.03189421,12.915496650148826,0.5818181818181819,0.21666136886932702,0.09594345092773438
86,59948425.03189421,2154.4346900318865,0.5939393939393939,0.1895332820740835,0.09494543075561523
87,59948425.03189421,359381.36638046405,0.5818181818181819,0.18660368870715943,0.0979452133178711
88,59948425.03189421,59948425.03189421,0.5818181818181819,0.18660368870715943,0.11193490028381348
89,59948425.03189421,10000000000.0,0.5818181818181819,0.18660368870715943,0.08097434043884277
90,10000000000.0,1e-10,0.9454545454545454,0.07422696190252055,0.15630888938903809
91,10000000000.0,1.6681005372000592e-08,0.9454545454545454,0.07422696190252055,0.14691591262817383
92,10000000000.0,2.782559402207126e-06,0.9454545454545454,0.07422696190252055,0.17390179634094238
93,10000000000.0,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.1299457550048828
94,10000000000.0,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.11391305923461914
95,10000000000.0,12.915496650148826,0.5878787878787879,0.21238079355073008,0.0788884162902832
96,10000000000.0,2154.4346900318865,0.5939393939393939,0.1895332820740835,0.08493161201477051
97,10000000000.0,359381.36638046405,0.5818181818181819,0.18660368870715943,0.07998037338256836
98,10000000000.0,59948425.03189421,0.5818181818181819,0.18660368870715943,0.07793831825256348
99,10000000000.0,10000000000.0,0.5818181818181819,0.18660368870715943,0.09294676780700684
