,C,Gamma,Degree,Accuracy,Std
62,1.6681005372000592e-08,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
63,1.6681005372000592e-08,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
64,1.6681005372000592e-08,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
65,1.6681005372000592e-08,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
66,1.6681005372000592e-08,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
67,1.6681005372000592e-08,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
68,1.6681005372000592e-08,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
69,1.6681005372000592e-08,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
70,1.6681005372000592e-08,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
71,1.6681005372000592e-08,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
72,1.6681005372000592e-08,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
73,1.6681005372000592e-08,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
74,1.6681005372000592e-08,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
75,1.6681005372000592e-08,59948425.03189421,5.0,0.06666666666666667,0.0
76,1.6681005372000592e-08,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
77,1.6681005372000592e-08,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
78,1.6681005372000592e-08,10000000000.0,4.0,0.06666666666666667,0.0
79,1.6681005372000592e-08,10000000000.0,5.0,0.06666666666666667,0.0
80,2.782559402207126e-06,1e-10,2.0,0.9333333333333335,0.0984731927834662
81,2.782559402207126e-06,1e-10,3.0,0.9818181818181819,0.029690784761008216
82,2.782559402207126e-06,1e-10,4.0,0.9090909090909091,0.09958591954639384
83,2.782559402207126e-06,1e-10,5.0,0.9575757575757577,0.042854956435548326
84,2.782559402207126e-06,1.6681005372000592e-08,2.0,0.9333333333333335,0.0984731927834662
85,2.782559402207126e-06,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216
86,2.782559402207126e-06,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
87,2.782559402207126e-06,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
88,2.782559402207126e-06,2.782559402207126e-06,2.0,0.3151515151515152,0.13952562949359196
89,2.782559402207126e-06,2.782559402207126e-06,3.0,0.8666666666666668,0.028426762180748053
90,2.782559402207126e-06,2.782559402207126e-06,4.0,0.9090909090909091,0.09958591954639384
91,2.782559402207126e-06,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326
92,2.782559402207126e-06,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411
93,2.782559402207126e-06,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936
94,2.782559402207126e-06,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
95,2.782559402207126e-06,0.0004641588833612782,5.0,0.06666666666666667,0.0
96,2.782559402207126e-06,0.07742636826811278,2.0,0.30909090909090914,0.1484539238050411
97,2.782559402207126e-06,0.07742636826811278,3.0,0.09696969696969697,0.043703651823805936
98,2.782559402207126e-06,0.07742636826811278,4.0,0.07272727272727272,0.019165319152535634
99,2.782559402207126e-06,0.07742636826811278,5.0,0.06666666666666667,0.0
100,2.782559402207126e-06,12.915496650148826,2.0,0.8303030303030302,0.16663911618021235
101,2.782559402207126e-06,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
102,2.782559402207126e-06,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
103,2.782559402207126e-06,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
104,2.782559402207126e-06,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
105,2.782559402207126e-06,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
106,2.782559402207126e-06,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
107,2.782559402207126e-06,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
108,2.782559402207126e-06,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
109,2.782559402207126e-06,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
110,2.782559402207126e-06,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
111,2.782559402207126e-06,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
112,2.782559402207126e-06,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
113,2.782559402207126e-06,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
114,2.782559402207126e-06,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
115,2.782559402207126e-06,59948425.03189421,5.0,0.06666666666666667,0.0
116,2.782559402207126e-06,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
117,2.782559402207126e-06,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
118,2.782559402207126e-06,10000000000.0,4.0,0.06666666666666667,0.0
119,2.782559402207126e-06,10000000000.0,5.0,0.06666666666666667,0.0
120,0.0004641588833612782,1e-10,2.0,0.9333333333333335,0.0984731927834662
121,0.0004641588833612782,1e-10,3.0,0.9818181818181819,0.029690784761008216
122,0.0004641588833612782,1e-10,4.0,0.9090909090909091,0.09958591954639384
123,0.0004641588833612782,1e-10,5.0,0.9575757575757577,0.042854956435548326
124,0.0004641588833612782,1.6681005372000592e-08,2.0,0.4,0.17291324385075277
125,0.0004641588833612782,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216
126,0.0004641588833612782,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
127,0.0004641588833612782,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
128,0.0004641588833612782,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411
129,0.0004641588833612782,2.782559402207126e-06,3.0,0.10909090909090909,0.04285495643554833
130,0.0004641588833612782,2.782559402207126e-06,4.0,0.9090909090909091,0.09958591954639384
131,0.0004641588833612782,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326
132,0.0004641588833612782,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411
133,0.0004641588833612782,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936
134,0.0004641588833612782,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
135,0.0004641588833612782,0.0004641588833612782,5.0,0.06666666666666667,0.0
136,0.0004641588833612782,0.07742636826811278,2.0,0.30909090909090914,0.1484539238050411
137,0.0004641588833612782,0.07742636826811278,3.0,0.09696969696969697,0.043703651823805936
138,0.0004641588833612782,0.07742636826811278,4.0,0.07272727272727272,0.019165319152535634
139,0.0004641588833612782,0.07742636826811278,5.0,0.06666666666666667,0.0
140,0.0004641588833612782,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276
141,0.0004641588833612782,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
142,0.0004641588833612782,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
143,0.0004641588833612782,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
144,0.0004641588833612782,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
145,0.0004641588833612782,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
146,0.0004641588833612782,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
147,0.0004641588833612782,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
148,0.0004641588833612782,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
149,0.0004641588833612782,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
150,0.0004641588833612782,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
151,0.0004641588833612782,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
152,0.0004641588833612782,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
153,0.0004641588833612782,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
154,0.0004641588833612782,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
155,0.0004641588833612782,59948425.03189421,5.0,0.06666666666666667,0.0
156,0.0004641588833612782,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
157,0.0004641588833612782,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
158,0.0004641588833612782,10000000000.0,4.0,0.06666666666666667,0.0
159,0.0004641588833612782,10000000000.0,5.0,0.06666666666666667,0.0
160,0.07742636826811278,1e-10,2.0,0.9333333333333335,0.0984731927834662
161,0.07742636826811278,1e-10,3.0,0.9818181818181819,0.029690784761008216
162,0.07742636826811278,1e-10,4.0,0.9090909090909091,0.09958591954639384
163,0.07742636826811278,1e-10,5.0,0.9575757575757577,0.042854956435548326
164,0.07742636826811278,1.6681005372000592e-08,2.0,0.3151515151515152,0.13952562949359196
165,0.07742636826811278,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216
166,0.07742636826811278,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
167,0.07742636826811278,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
168,0.07742636826811278,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411
169,0.07742636826811278,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936
170,0.07742636826811278,2.782559402207126e-06,4.0,0.15757575757575756,0.04285495643554833
171,0.07742636826811278,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326
172,0.07742636826811278,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411
173,0.07742636826811278,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936
174,0.07742636826811278,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
175,0.07742636826811278,0.0004641588833612782,5.0,0.06666666666666667,0.0
176,0.07742636826811278,0.07742636826811278,2.0,0.8303030303030302,0.16663911618021235
177,0.07742636826811278,0.07742636826811278,3.0,0.6727272727272727,0.24692786409046497
178,0.07742636826811278,0.07742636826811278,4.0,0.496969696969697,0.2595468255195619
179,0.07742636826811278,0.07742636826811278,5.0,0.3878787878787879,0.24257571025684244
180,0.07742636826811278,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276
181,0.07742636826811278,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
182,0.07742636826811278,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
183,0.07742636826811278,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
184,0.07742636826811278,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
185,0.07742636826811278,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
186,0.07742636826811278,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
187,0.07742636826811278,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
188,0.07742636826811278,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
189,0.07742636826811278,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
190,0.07742636826811278,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
191,0.07742636826811278,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
192,0.07742636826811278,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
193,0.07742636826811278,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
194,0.07742636826811278,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
195,0.07742636826811278,59948425.03189421,5.0,0.06666666666666667,0.0
196,0.07742636826811278,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
197,0.07742636826811278,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
198,0.07742636826811278,10000000000.0,4.0,0.06666666666666667,0.0
199,0.07742636826811278,10000000000.0,5.0,0.06666666666666667,0.0
200,12.915496650148826,1e-10,2.0,0.4,0.17291324385075277
201,12.915496650148826,1e-10,3.0,0.9818181818181819,0.029690784761008216
202,12.915496650148826,1e-10,4.0,0.9090909090909091,0.09958591954639384
203,12.915496650148826,1e-10,5.0,0.9575757575757577,0.042854956435548326
204,12.915496650148826,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411
205,12.915496650148826,1.6681005372000592e-08,3.0,0.8666666666666668,0.028426762180748053
206,12.915496650148826,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
207,12.915496650148826,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
208,12.915496650148826,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411
209,12.915496650148826,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936
210,12.915496650148826,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634
211,12.915496650148826,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326
212,12.915496650148826,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411
213,12.915496650148826,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936
214,12.915496650148826,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
215,12.915496650148826,0.0004641588833612782,5.0,0.06666666666666667,0.0
216,12.915496650148826,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276
217,12.915496650148826,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978
218,12.915496650148826,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356
219,12.915496650148826,0.07742636826811278,5.0,0.37575757575757573,0.25627120620443605
220,12.915496650148826,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276
221,12.915496650148826,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
222,12.915496650148826,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
223,12.915496650148826,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
224,12.915496650148826,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
225,12.915496650148826,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
226,12.915496650148826,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
227,12.915496650148826,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
228,12.915496650148826,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
229,12.915496650148826,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
230,12.915496650148826,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
231,12.915496650148826,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
232,12.915496650148826,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
233,12.915496650148826,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
234,12.915496650148826,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
235,12.915496650148826,59948425.03189421,5.0,0.06666666666666667,0.0
236,12.915496650148826,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
237,12.915496650148826,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
238,12.915496650148826,10000000000.0,4.0,0.06666666666666667,0.0
239,12.915496650148826,10000000000.0,5.0,0.06666666666666667,0.0
240,2154.4346900318865,1e-10,2.0,0.3151515151515152,0.13952562949359196
241,2154.4346900318865,1e-10,3.0,0.9818181818181819,0.029690784761008216
242,2154.4346900318865,1e-10,4.0,0.9090909090909091,0.09958591954639384
243,2154.4346900318865,1e-10,5.0,0.9575757575757577,0.042854956435548326
244,2154.4346900318865,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411
245,2154.4346900318865,1.6681005372000592e-08,3.0,0.10909090909090909,0.04285495643554833
246,2154.4346900318865,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
247,2154.4346900318865,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
248,2154.4346900318865,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411
249,2154.4346900318865,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936
250,2154.4346900318865,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634
251,2154.4346900318865,2.782559402207126e-06,5.0,0.0787878787878788,0.025712973861329
252,2154.4346900318865,0.0004641588833612782,2.0,0.8303030303030302,0.16663911618021235
253,2154.4346900318865,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936
254,2154.4346900318865,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
255,2154.4346900318865,0.0004641588833612782,5.0,0.06666666666666667,0.0
256,2154.4346900318865,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276
257,2154.4346900318865,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978
258,2154.4346900318865,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356
259,2154.4346900318865,0.07742636826811278,5.0,0.37575757575757573,0.25627120620443605
260,2154.4346900318865,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276
261,2154.4346900318865,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
262,2154.4346900318865,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
263,2154.4346900318865,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
264,2154.4346900318865,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
265,2154.4346900318865,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
266,2154.4346900318865,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
267,2154.4346900318865,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
268,2154.4346900318865,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
269,2154.4346900318865,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
270,2154.4346900318865,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
271,2154.4346900318865,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
272,2154.4346900318865,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
273,2154.4346900318865,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
274,2154.4346900318865,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
275,2154.4346900318865,59948425.03189421,5.0,0.06666666666666667,0.0
276,2154.4346900318865,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
277,2154.4346900318865,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
278,2154.4346900318865,10000000000.0,4.0,0.06666666666666667,0.0
279,2154.4346900318865,10000000000.0,5.0,0.06666666666666667,0.0
280,359381.36638046405,1e-10,2.0,0.30909090909090914,0.1484539238050411
281,359381.36638046405,1e-10,3.0,0.9818181818181819,0.029690784761008216
282,359381.36638046405,1e-10,4.0,0.9090909090909091,0.09958591954639384
283,359381.36638046405,1e-10,5.0,0.9575757575757577,0.042854956435548326
284,359381.36638046405,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411
285,359381.36638046405,1.6681005372000592e-08,3.0,0.09696969696969697,0.043703651823805936
286,359381.36638046405,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384
287,359381.36638046405,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
288,359381.36638046405,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411
289,359381.36638046405,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936
290,359381.36638046405,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634
291,359381.36638046405,2.782559402207126e-06,5.0,0.06666666666666667,0.0
292,359381.36638046405,0.0004641588833612782,2.0,0.8303030303030304,0.18719327529067276
293,359381.36638046405,0.0004641588833612782,3.0,0.6727272727272727,0.24692786409046497
294,359381.36638046405,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634
295,359381.36638046405,0.0004641588833612782,5.0,0.06666666666666667,0.0
296,359381.36638046405,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276
297,359381.36638046405,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978
298,359381.36638046405,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356
299,359381.36638046405,0.07742636826811278,5.0,0.37575757575757573,0.25627120620443605
300,359381.36638046405,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276
301,359381.36638046405,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978
302,359381.36638046405,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356
303,359381.36638046405,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605
304,359381.36638046405,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276
305,359381.36638046405,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978
306,359381.36638046405,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356
307,359381.36638046405,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605
308,359381.36638046405,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276
309,359381.36638046405,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978
310,359381.36638046405,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356
311,359381.36638046405,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605
312,359381.36638046405,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276
313,359381.36638046405,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978
314,359381.36638046405,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356
315,359381.36638046405,59948425.03189421,5.0,0.06666666666666667,0.0
316,359381.36638046405,10000000000.0,2.0,0.8303030303030304,0.18719327529067276
317,359381.36638046405,10000000000.0,3.0,0.6606060606060606,0.24029366789816978
318,359381.36638046405,10000000000.0,4.0,0.06666666666666667,0.0
319,359381.36638046405,10000000000.0,5.0,0.06666666666666667,0.0
320,59948425.03189421,1e-10,2.0,0.30909090909090914,0.1484539238050411
321,59948425.03189421,1e-10,3.0,0.8666666666666668,0.028426762180748053
322,59948425.03189421,1e-10,4.0,0.9090909090909091,0.09958591954639384
323,59948425.03189421,1e-10,5.0,0.9575757575757577,0.042854956435548326
324,59948425.03189421,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411
325,59948425.03189421,1.6681005372000592e-08,3.0,0.09696969696969697,0.043703651823805936
326,59948425.03189421,1.6681005372000592e-08,4.0,0.15757575757575756,0.04285495643554833
327,59948425.03189421,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326
328,59948425.03189421,2.782559402207126e-06,2.0,0.8303030303030302,0.16663911618021235
329,59948425.03189421,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936
330,59948425.03189421,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634
331,59948425.03189421,2.782559402207126e-06,5.0,0.06666666666666667,0.0
332,59948425.03189421,0.0004641588833612782,2.0,0.8303030303030304,0.18719327529067276
333,59948425.03189421,0.0004641588833612782,3.0,0.6606060606060606,0.24029366789816978
334,59948425.03189421,0.0004641588833612782,4.0,0.496969696969697,0.2595468255195619
335,59948425.03189421,0.0004641588833612782,5.0,0.06666666666666667,0.0
336,59948425.03189421,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276
337,59948425.03189421,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978
338,59948425.03189421,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356
