,C,Gamma,Accuracy,Std,Time_train
0,1e-10,1e-10,0.9878787878787879,0.03833063830507125,0.09694981575012207
1,1e-10,1.6681005372000592e-08,0.9454545454545454,0.07948410332487274,0.10593795776367188
2,1e-10,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.1099843978881836
3,1e-10,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10791778564453125
4,1e-10,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.13492345809936523
5,1e-10,12.915496650148826,0.890909090909091,0.07119600075436806,0.11494231224060059
6,1e-10,2154.4346900318865,0.8606060606060608,0.12211782836127202,0.1004476547241211
7,1e-10,359381.36638046405,0.8606060606060608,0.12211782836127202,0.10793924331665039
8,1e-10,59948425.03189421,0.8606060606060608,0.12211782836127202,0.17090177536010742
9,1e-10,10000000000.0,0.8606060606060608,0.12211782836127202,0.14091801643371582
10,1.6681005372000592e-08,1e-10,0.9454545454545454,0.07948410332487274,0.1399245262145996
11,1.6681005372000592e-08,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.20101022720336914
12,1.6681005372000592e-08,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.32515954971313477
13,1.6681005372000592e-08,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.15990686416625977
14,1.6681005372000592e-08,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.17290163040161133
15,1.6681005372000592e-08,12.915496650148826,0.890909090909091,0.07119600075436806,0.14991354942321777
16,1.6681005372000592e-08,2154.4346900318865,0.8848484848484849,0.09030099651970509,0.1259324550628662
17,1.6681005372000592e-08,359381.36638046405,0.8848484848484849,0.09030099651970509,0.10950374603271484
18,1.6681005372000592e-08,59948425.03189421,0.8848484848484849,0.09030099651970509,0.13991951942443848
19,1.6681005372000592e-08,10000000000.0,0.8848484848484849,0.09030099651970509,0.1499159336090088
20,2.782559402207126e-06,1e-10,0.9878787878787879,0.03833063830507125,0.10393738746643066
21,2.782559402207126e-06,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.11195659637451172
22,2.782559402207126e-06,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11691474914550781
23,2.782559402207126e-06,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.14191675186157227
24,2.782559402207126e-06,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.2658536434173584
25,2.782559402207126e-06,12.915496650148826,0.890909090909091,0.07119600075436806,0.13092494010925293
26,2.782559402207126e-06,2154.4346900318865,0.8606060606060608,0.12211782836127202,0.10596895217895508
27,2.782559402207126e-06,359381.36638046405,0.8606060606060608,0.12211782836127202,0.14461922645568848
28,2.782559402207126e-06,59948425.03189421,0.8606060606060608,0.12211782836127202,0.13592171669006348
29,2.782559402207126e-06,10000000000.0,0.8606060606060608,0.12211782836127202,0.09896540641784668
30,0.0004641588833612782,1e-10,0.9878787878787879,0.03833063830507125,0.09794330596923828
31,0.0004641588833612782,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.10294055938720703
32,0.0004641588833612782,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.15389132499694824
33,0.0004641588833612782,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.14791607856750488
34,0.0004641588833612782,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.11793208122253418
35,0.0004641588833612782,12.915496650148826,0.890909090909091,0.07119600075436806,0.11309623718261719
36,0.0004641588833612782,2154.4346900318865,0.8848484848484849,0.09030099651970509,0.10693907737731934
37,0.0004641588833612782,359381.36638046405,0.8848484848484849,0.09030099651970509,0.12391281127929688
38,0.0004641588833612782,59948425.03189421,0.8848484848484849,0.09030099651970509,0.09899020195007324
39,0.0004641588833612782,10000000000.0,0.8848484848484849,0.09030099651970509,0.10096931457519531
40,0.07742636826811278,1e-10,0.9878787878787879,0.03833063830507125,0.09097409248352051
41,0.07742636826811278,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.11037254333496094
42,0.07742636826811278,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11493349075317383
43,0.07742636826811278,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.1069183349609375
44,0.07742636826811278,0.07742636826811278,0.9696969696969698,0.05938156952201642,0.11293530464172363
45,0.07742636826811278,12.915496650148826,0.8666666666666668,0.1063632046956621,0.1070551872253418
46,0.07742636826811278,2154.4346900318865,0.8545454545454547,0.11999387801953534,0.11099529266357422
47,0.07742636826811278,359381.36638046405,0.8606060606060608,0.12211782836127202,0.10314083099365234
48,0.07742636826811278,59948425.03189421,0.8606060606060608,0.12211782836127202,0.10695934295654297
49,0.07742636826811278,10000000000.0,0.8606060606060608,0.12211782836127202,0.09394669532775879
50,12.915496650148826,1e-10,0.9878787878787879,0.03833063830507125,0.09792256355285645
51,12.915496650148826,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.11997032165527344
52,12.915496650148826,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11593341827392578
53,12.915496650148826,0.0004641588833612782,0.9818181818181819,0.05749595745760689,0.11193561553955078
54,12.915496650148826,0.07742636826811278,0.8242424242424243,0.16397271828446888,0.09192943572998047
55,12.915496650148826,12.915496650148826,0.593939393939394,0.17627926754241197,0.08394980430603027
56,12.915496650148826,2154.4346900318865,0.6242424242424243,0.17354934622153156,0.08726334571838379
57,12.915496650148826,359381.36638046405,0.6181818181818182,0.170775791558853,0.0780036449432373
58,12.915496650148826,59948425.03189421,0.6181818181818182,0.170775791558853,0.07096004486083984
59,12.915496650148826,10000000000.0,0.6181818181818182,0.170775791558853,0.07903671264648438
60,2154.4346900318865,1e-10,0.9878787878787879,0.03833063830507125,0.10407638549804688
61,2154.4346900318865,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125,0.12892603874206543
62,2154.4346900318865,2.782559402207126e-06,0.9818181818181819,0.05749595745760689,0.12102317810058594
63,2154.4346900318865,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.1349506378173828
64,2154.4346900318865,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.10096502304077148
65,2154.4346900318865,12.915496650148826,0.5757575757575759,0.18914529132517863,0.07516837120056152
66,2154.4346900318865,2154.4346900318865,0.6121212121212122,0.15260216135774754,0.08493304252624512
67,2154.4346900318865,359381.36638046405,0.593939393939394,0.16194411170772588,0.07897377014160156
68,2154.4346900318865,59948425.03189421,0.593939393939394,0.16194411170772588,0.08395195007324219
69,2154.4346900318865,10000000000.0,0.593939393939394,0.16194411170772588,0.0769340991973877
70,359381.36638046405,1e-10,0.9878787878787879,0.03833063830507125,0.09699082374572754
71,359381.36638046405,1.6681005372000592e-08,0.9818181818181819,0.05749595745760689,0.10594749450683594
72,359381.36638046405,2.782559402207126e-06,0.9454545454545454,0.07422696190252055,0.12894988059997559
73,359381.36638046405,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.12768840789794922
74,359381.36638046405,0.07742636826811278,0.8303030303030302,0.1617171401712283,0.09894275665283203
75,359381.36638046405,12.915496650148826,0.5818181818181819,0.23109910260530447,0.08097457885742188
76,359381.36638046405,2154.4346900318865,0.6181818181818183,0.155935519154771,0.08393406867980957
77,359381.36638046405,359381.36638046405,0.6000000000000001,0.1556997888323046,0.07497525215148926
78,359381.36638046405,59948425.03189421,0.6000000000000001,0.1556997888323046,0.0749356746673584
79,359381.36638046405,10000000000.0,0.6000000000000001,0.1556997888323046,0.07495665550231934
80,59948425.03189421,1e-10,0.9818181818181819,0.05749595745760689,0.09896445274353027
81,59948425.03189421,1.6681005372000592e-08,0.9454545454545454,0.07422696190252055,0.11991095542907715
82,59948425.03189421,2.782559402207126e-06,0.9454545454545454,0.07422696190252055,0.12905478477478027
83,59948425.03189421,0.0004641588833612782,0.9454545454545454,0.07422696190252055,0.1369032859802246
