,C,Gamma,Accuracy,Std
0,1e-10,1e-10,0.9878787878787879,0.03833063830507125
1,1e-10,1.6681005372000592e-08,0.9454545454545454,0.07948410332487274
2,1e-10,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
3,1e-10,0.0004641588833612782,0.9878787878787879,0.03833063830507125
4,1e-10,0.07742636826811278,0.9696969696969698,0.05938156952201642
5,1e-10,12.915496650148826,0.890909090909091,0.07119600075436806
6,1e-10,2154.4346900318865,0.8606060606060608,0.12211782836127202
7,1e-10,359381.36638046405,0.8606060606060608,0.12211782836127202
8,1e-10,59948425.03189421,0.8606060606060608,0.12211782836127202
9,1e-10,10000000000.0,0.8606060606060608,0.12211782836127202
10,1.6681005372000592e-08,1e-10,0.9454545454545454,0.07948410332487274
11,1.6681005372000592e-08,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
12,1.6681005372000592e-08,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
13,1.6681005372000592e-08,0.0004641588833612782,0.9878787878787879,0.03833063830507125
14,1.6681005372000592e-08,0.07742636826811278,0.9696969696969698,0.05938156952201642
15,1.6681005372000592e-08,12.915496650148826,0.890909090909091,0.07119600075436806
16,1.6681005372000592e-08,2154.4346900318865,0.8848484848484849,0.09030099651970509
17,1.6681005372000592e-08,359381.36638046405,0.8848484848484849,0.09030099651970509
18,1.6681005372000592e-08,59948425.03189421,0.8848484848484849,0.09030099651970509
19,1.6681005372000592e-08,10000000000.0,0.8848484848484849,0.09030099651970509
20,2.782559402207126e-06,1e-10,0.9878787878787879,0.03833063830507125
21,2.782559402207126e-06,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
22,2.782559402207126e-06,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
23,2.782559402207126e-06,0.0004641588833612782,0.9878787878787879,0.03833063830507125
24,2.782559402207126e-06,0.07742636826811278,0.9696969696969698,0.05938156952201642
25,2.782559402207126e-06,12.915496650148826,0.890909090909091,0.07119600075436806
26,2.782559402207126e-06,2154.4346900318865,0.8606060606060608,0.12211782836127202
27,2.782559402207126e-06,359381.36638046405,0.8606060606060608,0.12211782836127202
28,2.782559402207126e-06,59948425.03189421,0.8606060606060608,0.12211782836127202
29,2.782559402207126e-06,10000000000.0,0.8606060606060608,0.12211782836127202
30,0.0004641588833612782,1e-10,0.9878787878787879,0.03833063830507125
31,0.0004641588833612782,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
32,0.0004641588833612782,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
33,0.0004641588833612782,0.0004641588833612782,0.9878787878787879,0.03833063830507125
34,0.0004641588833612782,0.07742636826811278,0.9696969696969698,0.05938156952201642
35,0.0004641588833612782,12.915496650148826,0.890909090909091,0.07119600075436806
36,0.0004641588833612782,2154.4346900318865,0.8848484848484849,0.09030099651970509
37,0.0004641588833612782,359381.36638046405,0.8848484848484849,0.09030099651970509
38,0.0004641588833612782,59948425.03189421,0.8848484848484849,0.09030099651970509
39,0.0004641588833612782,10000000000.0,0.8848484848484849,0.09030099651970509
40,0.07742636826811278,1e-10,0.9878787878787879,0.03833063830507125
41,0.07742636826811278,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
42,0.07742636826811278,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
43,0.07742636826811278,0.0004641588833612782,0.9878787878787879,0.03833063830507125
44,0.07742636826811278,0.07742636826811278,0.9696969696969698,0.05938156952201642
45,0.07742636826811278,12.915496650148826,0.8666666666666668,0.1063632046956621
46,0.07742636826811278,2154.4346900318865,0.8545454545454547,0.11999387801953534
47,0.07742636826811278,359381.36638046405,0.8606060606060608,0.12211782836127202
48,0.07742636826811278,59948425.03189421,0.8606060606060608,0.12211782836127202
49,0.07742636826811278,10000000000.0,0.8606060606060608,0.12211782836127202
50,12.915496650148826,1e-10,0.9878787878787879,0.03833063830507125
51,12.915496650148826,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
52,12.915496650148826,2.782559402207126e-06,0.9878787878787879,0.03833063830507125
53,12.915496650148826,0.0004641588833612782,0.9818181818181819,0.05749595745760689
54,12.915496650148826,0.07742636826811278,0.8242424242424243,0.16397271828446888
55,12.915496650148826,12.915496650148826,0.593939393939394,0.17627926754241197
56,12.915496650148826,2154.4346900318865,0.6242424242424243,0.17354934622153156
57,12.915496650148826,359381.36638046405,0.6181818181818182,0.170775791558853
58,12.915496650148826,59948425.03189421,0.6181818181818182,0.170775791558853
59,12.915496650148826,10000000000.0,0.6181818181818182,0.170775791558853
60,2154.4346900318865,1e-10,0.9878787878787879,0.03833063830507125
61,2154.4346900318865,1.6681005372000592e-08,0.9878787878787879,0.03833063830507125
62,2154.4346900318865,2.782559402207126e-06,0.9818181818181819,0.05749595745760689
63,2154.4346900318865,0.0004641588833612782,0.9454545454545454,0.07422696190252055
64,2154.4346900318865,0.07742636826811278,0.8303030303030302,0.1617171401712283
65,2154.4346900318865,12.915496650148826,0.5757575757575759,0.18914529132517863
66,2154.4346900318865,2154.4346900318865,0.6121212121212122,0.15260216135774754
67,2154.4346900318865,359381.36638046405,0.593939393939394,0.16194411170772588
68,2154.4346900318865,59948425.03189421,0.593939393939394,0.16194411170772588
69,2154.4346900318865,10000000000.0,0.593939393939394,0.16194411170772588
70,359381.36638046405,1e-10,0.9878787878787879,0.03833063830507125
71,359381.36638046405,1.6681005372000592e-08,0.9818181818181819,0.05749595745760689
72,359381.36638046405,2.782559402207126e-06,0.9454545454545454,0.07422696190252055
73,359381.36638046405,0.0004641588833612782,0.9454545454545454,0.07422696190252055
74,359381.36638046405,0.07742636826811278,0.8303030303030302,0.1617171401712283
75,359381.36638046405,12.915496650148826,0.5818181818181819,0.23109910260530447
76,359381.36638046405,2154.4346900318865,0.6181818181818183,0.155935519154771
77,359381.36638046405,359381.36638046405,0.6000000000000001,0.1556997888323046
78,359381.36638046405,59948425.03189421,0.6000000000000001,0.1556997888323046
79,359381.36638046405,10000000000.0,0.6000000000000001,0.1556997888323046
80,59948425.03189421,1e-10,0.9818181818181819,0.05749595745760689
81,59948425.03189421,1.6681005372000592e-08,0.9454545454545454,0.07422696190252055
82,59948425.03189421,2.782559402207126e-06,0.9454545454545454,0.07422696190252055
