,C,Gamma,Accuracy,Std
87,59948425.03189421,359381.36638046405,0.17575757575757575,0.20354976513632317
88,59948425.03189421,59948425.03189421,0.17575757575757575,0.20354976513632317
89,59948425.03189421,10000000000.0,0.17575757575757575,0.20354976513632317
90,10000000000.0,1e-10,0.6787878787878788,0.12970263369110727
91,10000000000.0,1.6681005372000592e-08,0.9454545454545454,0.07422696190252055
92,10000000000.0,2.782559402207126e-06,0.9454545454545454,0.07422696190252055
93,10000000000.0,0.0004641588833612782,0.9515151515151515,0.057495957457606876
94,10000000000.0,0.07742636826811278,0.6606060606060606,0.2877352114053144
95,10000000000.0,12.915496650148826,0.27878787878787875,0.2723903642938695
96,10000000000.0,2154.4346900318865,0.17575757575757575,0.20354976513632317
97,10000000000.0,359381.36638046405,0.17575757575757575,0.20354976513632317
98,10000000000.0,59948425.03189421,0.17575757575757575,0.20354976513632317
99,10000000000.0,10000000000.0,0.17575757575757575,0.20354976513632317
