,C,Gamma,Accuracy,Std,Time_train
0,1e-10,1e-10,0.6787878787878788,0.12970263369110727,0.09692597389221191
1,1e-10,1.6681005372000592e-08,0.9696969696969696,0.06583503328000129,0.11493563652038574
2,1e-10,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11393141746520996
3,1e-10,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10993623733520508
4,1e-10,0.07742636826811278,0.4484848484848485,0.29141370376172865,0.11095738410949707
5,1e-10,12.915496650148826,0.43636363636363645,0.256414494561287,0.12990474700927734
6,1e-10,2154.4346900318865,0.17575757575757575,0.20354976513632317,0.23186755180358887
7,1e-10,359381.36638046405,0.17575757575757575,0.20354976513632317,0.14791536331176758
8,1e-10,59948425.03189421,0.17575757575757575,0.20354976513632317,0.16790342330932617
9,1e-10,10000000000.0,0.17575757575757575,0.20354976513632317,0.19989371299743652
10,1.6681005372000592e-08,1e-10,0.6787878787878788,0.12970263369110727,0.09996485710144043
11,1.6681005372000592e-08,1.6681005372000592e-08,0.993939393939394,0.01916531915253563,0.1110067367553711
12,1.6681005372000592e-08,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11414361000061035
13,1.6681005372000592e-08,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.1069176197052002
14,1.6681005372000592e-08,0.07742636826811278,0.4484848484848485,0.29141370376172865,0.10493993759155273
15,1.6681005372000592e-08,12.915496650148826,0.44242424242424244,0.2514968960151083,0.12293744087219238
16,1.6681005372000592e-08,2154.4346900318865,0.17575757575757575,0.20354976513632317,0.13129925727844238
17,1.6681005372000592e-08,359381.36638046405,0.17575757575757575,0.20354976513632317,0.1448984146118164
18,1.6681005372000592e-08,59948425.03189421,0.17575757575757575,0.20354976513632317,0.1359412670135498
19,1.6681005372000592e-08,10000000000.0,0.17575757575757575,0.20354976513632317,0.13190269470214844
20,2.782559402207126e-06,1e-10,0.6787878787878788,0.12970263369110727,0.13102197647094727
21,2.782559402207126e-06,1.6681005372000592e-08,0.993939393939394,0.01916531915253563,0.12892675399780273
22,2.782559402207126e-06,2.782559402207126e-06,0.9878787878787879,0.03833063830507125,0.11093616485595703
23,2.782559402207126e-06,0.0004641588833612782,0.9878787878787879,0.03833063830507125,0.10693883895874023
24,2.782559402207126e-06,0.07742636826811278,0.4484848484848485,0.29141370376172865,0.1452779769897461
25,2.782559402207126e-06,12.915496650148826,0.44242424242424244,0.2514968960151083,0.1339550018310547
26,2.782559402207126e-06,2154.4346900318865,0.17575757575757575,0.20354976513632317,0.13106560707092285
