,C,Accuracy,Std,Time_train
0,1e-10,0.9878787878787879,0.03833063830507125,0.10194659233093262
1,1.472540427624121e-10,0.9878787878787879,0.03833063830507125,0.09095454216003418
2,2.1683753109874376e-10,0.9878787878787879,0.03833063830507125,0.09594488143920898
3,3.1930203076910273e-10,0.9878787878787879,0.03833063830507125,0.11794090270996094
4,4.701851489299847e-10,0.9878787878787879,0.03833063830507125,0.15591120719909668
5,6.923666402678734e-10,0.9878787878787879,0.03833063830507125,0.14891576766967773
6,1.0195378685327303e-09,0.9878787878787879,0.03833063830507125,0.14724206924438477
7,1.5013107289081712e-09,0.9878787878787879,0.03833063830507125,0.14991402626037598
8,2.210740742743128e-09,0.9878787878787879,0.03833063830507125,0.09594511985778809
9,3.255405118685032e-09,0.9878787878787879,0.03833063830507125,0.09508085250854492
10,4.793715645558229e-09,0.9878787878787879,0.03833063830507125,0.09394598007202148
11,7.058940086618753e-09,0.9878787878787879,0.03833063830507125,0.1399235725402832
12,1.0394574653722626e-08,0.9878787878787879,0.03833063830507125,0.13592028617858887
13,1.5306431405563594e-08,0.9878787878787879,0.03833063830507125,0.12092947959899902
14,2.2539339047347934e-08,0.9878787878787879,0.03833063830507125,0.10194063186645508
15,3.319008795914677e-08,0.9878787878787879,0.03833063830507125,0.1569204330444336
16,4.8873746316244274e-08,0.9878787878787879,0.03833063830507125,0.2868354320526123
17,7.196856730011529e-08,0.9878787878787879,0.03833063830507125,0.12892389297485352
18,1.0597662486760708e-07,0.9878787878787879,0.03833063830507125,0.11344408988952637
19,1.560548645007075e-07,0.9878787878787879,0.03833063830507125,0.09994244575500488
20,2.297970969046965e-07,0.9878787878787879,0.03833063830507125,0.10094165802001953
21,3.3838551534282333e-07,0.9878787878787879,0.03833063830507125,0.1014258861541748
22,4.982863514647306e-07,0.9878787878787879,0.03833063830507125,0.10194015502929688
23,7.337467970651388e-07,0.9878787878787879,0.03833063830507125,0.10094308853149414
24,1.0804718223181286e-06,0.9878787878787879,0.03833063830507125,0.09996318817138672
25,1.5910384392721533e-06,0.9878787878787879,0.03833063830507125,0.09192681312561035
26,2.3428684237322354e-06,0.9878787878787879,0.03833063830507125,0.17889833450317383
27,3.449968470549723e-06,0.9878787878787879,0.03833063830507125,0.13192462921142578
28,5.0802180469130224e-06,0.9878787878787879,0.03833063830507125,0.09794259071350098
29,7.4808264552250935e-06,0.9878787878787879,0.03833063830507125,0.0933377742767334
30,1.1015819387359018e-05,0.9878787878787879,0.03833063830507125,0.10694694519042969
31,1.622123939129173e-05,0.9878787878787879,0.03833063830507125,0.1379256248474121
32,2.3886430789846003e-05,0.9878787878787879,0.03833063830507125,0.10194253921508789
33,3.517373500969387e-05,0.9878787878787879,0.03833063830507125,0.09694337844848633
34,5.1794746792312125e-05,0.9878787878787879,0.03833063830507125,0.09396719932556152
35,7.626985859023451e-05,0.9878787878787879,0.03833063830507125,0.0909574031829834
36,0.00011231045018329539,0.9878787878787879,0.03833063830507125,0.0869743824005127
37,0.0001653816783395673,0.9878787878787879,0.03833063830507125,0.0989229679107666
38,0.00024353120734334175,0.9878787878787879,0.03833063830507125,0.08995389938354492
39,0.00035860954820118363,0.9878787878787879,0.03833063830507125,0.08594989776611328
