,C,Accuracy,Std,Time_train
0,1e-20,0.7199999999999999,0.08276472678623424,0.4647336006164551
1,2.5353644939701167e-20,0.8225000000000001,0.06466258578188781,0.4737255573272705
2,6.428073117284345e-20,0.8225,0.06932712311931023,0.4387476444244385
3,1.6297508346206402e-19,0.8225,0.06656763477847173,0.4787471294403076
4,4.1320124001153346e-19,0.8225,0.07619875327064085,0.45471787452697754
5,1.0476157527896661e-18,0.8225,0.07619875327064085,0.47272825241088867
6,2.6560877829466947e-18,0.8225,0.07619875327064085,0.4707512855529785
7,6.734150657750801e-18,0.8225,0.07619875327064085,0.4837641716003418
8,1.7073526474706886e-17,0.8225,0.07619875327064085,0.46371912956237793
9,4.328761281083062e-17,0.8225,0.07619875327064085,0.47194862365722656
10,1.097498765493059e-16,0.8225,0.07619875327064085,0.475985050201416
11,2.782559402207126e-16,0.8225,0.07619875327064085,0.49502992630004883
12,7.054802310718631e-16,0.8225,0.07619875327064085,0.4780700206756592
13,1.788649529057435e-15,0.8225,0.07619875327064085,0.5049293041229248
14,4.534878508128591e-15,0.8225,0.07619875327064085,0.6636142730712891
15,1.1497569953977357e-14,0.8225,0.07619875327064085,0.615654468536377
16,2.9150530628251696e-14,0.8225,0.07619875327064085,0.5286962985992432
17,7.390722033525775e-14,0.8225,0.07619875327064085,0.49671268463134766
18,1.8738174228603867e-13,0.8225,0.07619875327064085,0.4548201560974121
19,4.750810162102794e-13,0.8225,0.07619875327064085,0.4669787883758545
20,1.2045035402587836e-12,0.8225,0.07619875327064085,0.4967315196990967
21,3.0538555088334124e-12,0.8225,0.07619875327064085,0.47672557830810547
22,7.742636826811278e-12,0.8225,0.07619875327064085,0.473524808883667
23,1.9630406500402685e-11,0.8225,0.07619875327064085,0.49755263328552246
24,4.977023564332114e-11,0.8225,0.07619875327064085,0.47672390937805176
25,1.2618568830660183e-10,0.8225,0.07619875327064085,0.4853487014770508
26,3.1992671377973845e-10,0.8225,0.07619875327064085,0.5067076683044434
27,8.111308307896856e-10,0.8225,0.07619875327064085,0.6566259860992432
28,2.0565123083486515e-09,0.8225,0.07619875327064085,0.4818704128265381
29,5.214008287999674e-09,0.8225,0.07619875327064085,0.4667363166809082
30,1.3219411484660288e-08,0.8225,0.07619875327064085,0.46976590156555176
31,3.351602650938834e-08,0.8225,0.07619875327064085,0.4907233715057373
32,8.497534359086438e-08,0.8225,0.07619875327064085,0.4702787399291992
33,2.1544346900318867e-07,0.8225,0.07619875327064085,0.4797322750091553
34,5.462277217684337e-07,0.8225,0.07619875327064085,0.4573795795440674
35,1.3848863713938746e-06,0.8225,0.07619875327064085,0.4807300567626953
36,3.5111917342151275e-06,0.8225,0.07619875327064085,0.46927309036254883
37,8.902150854450392e-06,0.8225,0.07619875327064085,0.49750423431396484
38,2.257019719633917e-05,0.835,0.06999999999999999,0.48661375045776367
39,5.72236765935022e-05,0.9149999999999998,0.03391164991562633,0.44849705696105957
40,0.0001450828778495943,0.9475,0.034369317712168786,0.45143675804138184
