,C,Gamma,Degree,Accuracy,Std,Time_train
72,1.6681005372000592e-08,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.11013650894165039
73,1.6681005372000592e-08,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.11391639709472656
74,1.6681005372000592e-08,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.11394119262695312
75,1.6681005372000592e-08,59948425.03189421,5.0,0.06666666666666667,0.0,0.06396293640136719
76,1.6681005372000592e-08,10000000000.0,2.0,0.8303030303030304,0.18719327529067276,0.10493993759155273
77,1.6681005372000592e-08,10000000000.0,3.0,0.6606060606060606,0.24029366789816978,0.1129450798034668
78,1.6681005372000592e-08,10000000000.0,4.0,0.06666666666666667,0.0,0.05697488784790039
79,1.6681005372000592e-08,10000000000.0,5.0,0.06666666666666667,0.0,0.05904698371887207
80,2.782559402207126e-06,1e-10,2.0,0.9333333333333335,0.0984731927834662,0.09000396728515625
81,2.782559402207126e-06,1e-10,3.0,0.9818181818181819,0.029690784761008216,0.0953531265258789
82,2.782559402207126e-06,1e-10,4.0,0.9090909090909091,0.09958591954639384,0.11891055107116699
83,2.782559402207126e-06,1e-10,5.0,0.9575757575757577,0.042854956435548326,0.1099388599395752
84,2.782559402207126e-06,1.6681005372000592e-08,2.0,0.9333333333333335,0.0984731927834662,0.08695030212402344
85,2.782559402207126e-06,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216,0.09194493293762207
86,2.782559402207126e-06,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384,0.09294700622558594
87,2.782559402207126e-06,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326,0.09394645690917969
88,2.782559402207126e-06,2.782559402207126e-06,2.0,0.3151515151515152,0.13952562949359196,0.09220123291015625
89,2.782559402207126e-06,2.782559402207126e-06,3.0,0.8666666666666668,0.028426762180748053,0.09395623207092285
90,2.782559402207126e-06,2.782559402207126e-06,4.0,0.9090909090909091,0.09958591954639384,0.08896303176879883
91,2.782559402207126e-06,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326,0.09396219253540039
92,2.782559402207126e-06,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411,0.08994889259338379
93,2.782559402207126e-06,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936,0.08595013618469238
94,2.782559402207126e-06,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634,0.09094810485839844
95,2.782559402207126e-06,0.0004641588833612782,5.0,0.06666666666666667,0.0,0.08595085144042969
96,2.782559402207126e-06,0.07742636826811278,2.0,0.30909090909090914,0.1484539238050411,0.08797407150268555
97,2.782559402207126e-06,0.07742636826811278,3.0,0.09696969696969697,0.043703651823805936,0.08898639678955078
98,2.782559402207126e-06,0.07742636826811278,4.0,0.07272727272727272,0.019165319152535634,0.09698605537414551
99,2.782559402207126e-06,0.07742636826811278,5.0,0.06666666666666667,0.0,0.11141538619995117
100,2.782559402207126e-06,12.915496650148826,2.0,0.8303030303030302,0.16663911618021235,0.11993050575256348
101,2.782559402207126e-06,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978,0.13492155075073242
102,2.782559402207126e-06,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356,0.1319260597229004
103,2.782559402207126e-06,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605,0.13120651245117188
104,2.782559402207126e-06,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276,0.10994267463684082
105,2.782559402207126e-06,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978,0.11716485023498535
106,2.782559402207126e-06,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356,0.11095643043518066
107,2.782559402207126e-06,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605,0.11493492126464844
108,2.782559402207126e-06,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276,0.10394001007080078
109,2.782559402207126e-06,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978,0.10610580444335938
110,2.782559402207126e-06,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356,0.1269083023071289
111,2.782559402207126e-06,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605,0.12494683265686035
112,2.782559402207126e-06,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.12390923500061035
113,2.782559402207126e-06,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.1309354305267334
114,2.782559402207126e-06,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.14431357383728027
115,2.782559402207126e-06,59948425.03189421,5.0,0.06666666666666667,0.0,0.07497715950012207
116,2.782559402207126e-06,10000000000.0,2.0,0.8303030303030304,0.18719327529067276,0.12391090393066406
117,2.782559402207126e-06,10000000000.0,3.0,0.6606060606060606,0.24029366789816978,0.1331026554107666
118,2.782559402207126e-06,10000000000.0,4.0,0.06666666666666667,0.0,0.06496500968933105
119,2.782559402207126e-06,10000000000.0,5.0,0.06666666666666667,0.0,0.07695460319519043
120,0.0004641588833612782,1e-10,2.0,0.9333333333333335,0.0984731927834662,0.10131001472473145
121,0.0004641588833612782,1e-10,3.0,0.9818181818181819,0.029690784761008216,0.09694337844848633
122,0.0004641588833612782,1e-10,4.0,0.9090909090909091,0.09958591954639384,0.16790318489074707
123,0.0004641588833612782,1e-10,5.0,0.9575757575757577,0.042854956435548326,0.15890979766845703
124,0.0004641588833612782,1.6681005372000592e-08,2.0,0.4,0.17291324385075277,0.15690922737121582
125,0.0004641588833612782,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216,0.15591144561767578
126,0.0004641588833612782,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384,0.11893177032470703
127,0.0004641588833612782,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326,0.14092540740966797
128,0.0004641588833612782,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411,0.13798809051513672
129,0.0004641588833612782,2.782559402207126e-06,3.0,0.10909090909090909,0.04285495643554833,0.11594033241271973
130,0.0004641588833612782,2.782559402207126e-06,4.0,0.9090909090909091,0.09958591954639384,0.15691137313842773
131,0.0004641588833612782,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326,0.15191292762756348
132,0.0004641588833612782,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411,0.14491844177246094
133,0.0004641588833612782,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936,0.13903403282165527
134,0.0004641588833612782,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634,0.13423824310302734
135,0.0004641588833612782,0.0004641588833612782,5.0,0.06666666666666667,0.0,0.13792014122009277
136,0.0004641588833612782,0.07742636826811278,2.0,0.30909090909090914,0.1484539238050411,0.12892889976501465
137,0.0004641588833612782,0.07742636826811278,3.0,0.09696969696969697,0.043703651823805936,0.12198901176452637
138,0.0004641588833612782,0.07742636826811278,4.0,0.07272727272727272,0.019165319152535634,0.13691926002502441
139,0.0004641588833612782,0.07742636826811278,5.0,0.06666666666666667,0.0,0.15091395378112793
140,0.0004641588833612782,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276,0.20388269424438477
141,0.0004641588833612782,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978,0.1905372142791748
142,0.0004641588833612782,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356,0.20887994766235352
143,0.0004641588833612782,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605,0.18989205360412598
144,0.0004641588833612782,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276,0.19089126586914062
145,0.0004641588833612782,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978,0.18988966941833496
146,0.0004641588833612782,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356,0.20388507843017578
147,0.0004641588833612782,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605,0.16990208625793457
148,0.0004641588833612782,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276,0.13090896606445312
149,0.0004641588833612782,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978,0.12093544006347656
150,0.0004641588833612782,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356,0.12594962120056152
151,0.0004641588833612782,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605,0.12392830848693848
152,0.0004641588833612782,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.12790679931640625
153,0.0004641588833612782,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.17589831352233887
154,0.0004641588833612782,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.16790485382080078
155,0.0004641588833612782,59948425.03189421,5.0,0.06666666666666667,0.0,0.06498384475708008
156,0.0004641588833612782,10000000000.0,2.0,0.8303030303030304,0.18719327529067276,0.12590646743774414
157,0.0004641588833612782,10000000000.0,3.0,0.6606060606060606,0.24029366789816978,0.11193704605102539
158,0.0004641588833612782,10000000000.0,4.0,0.06666666666666667,0.0,0.05996584892272949
159,0.0004641588833612782,10000000000.0,5.0,0.06666666666666667,0.0,0.05896401405334473
160,0.07742636826811278,1e-10,2.0,0.9333333333333335,0.0984731927834662,0.0919497013092041
161,0.07742636826811278,1e-10,3.0,0.9818181818181819,0.029690784761008216,0.08794784545898438
162,0.07742636826811278,1e-10,4.0,0.9090909090909091,0.09958591954639384,0.15990853309631348
163,0.07742636826811278,1e-10,5.0,0.9575757575757577,0.042854956435548326,0.12792730331420898
164,0.07742636826811278,1.6681005372000592e-08,2.0,0.3151515151515152,0.13952562949359196,0.08694911003112793
165,0.07742636826811278,1.6681005372000592e-08,3.0,0.9818181818181819,0.029690784761008216,0.09294700622558594
166,0.07742636826811278,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384,0.08695006370544434
167,0.07742636826811278,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326,0.09694433212280273
168,0.07742636826811278,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411,0.08595085144042969
169,0.07742636826811278,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936,0.08794975280761719
170,0.07742636826811278,2.782559402207126e-06,4.0,0.15757575757575756,0.04285495643554833,0.09109067916870117
171,0.07742636826811278,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326,0.09309005737304688
172,0.07742636826811278,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411,0.09503960609436035
173,0.07742636826811278,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936,0.09397029876708984
174,0.07742636826811278,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634,0.08595061302185059
175,0.07742636826811278,0.0004641588833612782,5.0,0.06666666666666667,0.0,0.08695054054260254
176,0.07742636826811278,0.07742636826811278,2.0,0.8303030303030302,0.16663911618021235,0.10094189643859863
177,0.07742636826811278,0.07742636826811278,3.0,0.6727272727272727,0.24692786409046497,0.11247777938842773
178,0.07742636826811278,0.07742636826811278,4.0,0.496969696969697,0.2595468255195619,0.17389965057373047
179,0.07742636826811278,0.07742636826811278,5.0,0.3878787878787879,0.24257571025684244,0.13092398643493652
180,0.07742636826811278,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276,0.10893702507019043
181,0.07742636826811278,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978,0.14093017578125
182,0.07742636826811278,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356,0.13892221450805664
183,0.07742636826811278,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605,0.13465404510498047
184,0.07742636826811278,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276,0.12493324279785156
185,0.07742636826811278,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978,0.12592363357543945
186,0.07742636826811278,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356,0.1259288787841797
187,0.07742636826811278,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605,0.11293530464172363
188,0.07742636826811278,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276,0.11593174934387207
189,0.07742636826811278,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978,0.14291739463806152
190,0.07742636826811278,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356,0.12493109703063965
191,0.07742636826811278,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605,0.13892483711242676
192,0.07742636826811278,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.12893295288085938
193,0.07742636826811278,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.12993121147155762
194,0.07742636826811278,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.11795186996459961
195,0.07742636826811278,59948425.03189421,5.0,0.06666666666666667,0.0,0.06596779823303223
196,0.07742636826811278,10000000000.0,2.0,0.8303030303030304,0.18719327529067276,0.11750125885009766
197,0.07742636826811278,10000000000.0,3.0,0.6606060606060606,0.24029366789816978,0.11091732978820801
198,0.07742636826811278,10000000000.0,4.0,0.06666666666666667,0.0,0.07095766067504883
199,0.07742636826811278,10000000000.0,5.0,0.06666666666666667,0.0,0.05896592140197754
200,12.915496650148826,1e-10,2.0,0.4,0.17291324385075277,0.08495163917541504
201,12.915496650148826,1e-10,3.0,0.9818181818181819,0.029690784761008216,0.08395242691040039
202,12.915496650148826,1e-10,4.0,0.9090909090909091,0.09958591954639384,0.11010932922363281
203,12.915496650148826,1e-10,5.0,0.9575757575757577,0.042854956435548326,0.09694457054138184
204,12.915496650148826,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411,0.08495116233825684
205,12.915496650148826,1.6681005372000592e-08,3.0,0.8666666666666668,0.028426762180748053,0.0862123966217041
206,12.915496650148826,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384,0.09296822547912598
207,12.915496650148826,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326,0.09592676162719727
208,12.915496650148826,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411,0.11593341827392578
209,12.915496650148826,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936,0.11095809936523438
210,12.915496650148826,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634,0.10898184776306152
211,12.915496650148826,2.782559402207126e-06,5.0,0.9575757575757577,0.042854956435548326,0.10405635833740234
212,12.915496650148826,0.0004641588833612782,2.0,0.30909090909090914,0.1484539238050411,0.08797812461853027
213,12.915496650148826,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936,0.08899283409118652
214,12.915496650148826,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634,0.0899953842163086
215,12.915496650148826,0.0004641588833612782,5.0,0.06666666666666667,0.0,0.09000158309936523
216,12.915496650148826,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276,0.11040616035461426
217,12.915496650148826,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978,0.10593938827514648
218,12.915496650148826,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356,0.12692689895629883
219,12.915496650148826,0.07742636826811278,5.0,0.37575757575757573,0.25627120620443605,0.12390851974487305
220,12.915496650148826,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276,0.10194110870361328
221,12.915496650148826,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978,0.12992596626281738
222,12.915496650148826,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356,0.11270856857299805
223,12.915496650148826,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605,0.11593461036682129
224,12.915496650148826,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276,0.11493420600891113
225,12.915496650148826,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978,0.10993695259094238
226,12.915496650148826,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356,0.11293601989746094
227,12.915496650148826,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605,0.16690468788146973
228,12.915496650148826,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276,0.10793900489807129
229,12.915496650148826,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978,0.10893774032592773
230,12.915496650148826,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356,0.11193633079528809
231,12.915496650148826,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605,0.11393547058105469
232,12.915496650148826,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.10693645477294922
233,12.915496650148826,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.13792037963867188
234,12.915496650148826,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.10899591445922852
235,12.915496650148826,59948425.03189421,5.0,0.06666666666666667,0.0,0.06099987030029297
236,12.915496650148826,10000000000.0,2.0,0.8303030303030304,0.18719327529067276,0.10856485366821289
237,12.915496650148826,10000000000.0,3.0,0.6606060606060606,0.24029366789816978,0.10593938827514648
238,12.915496650148826,10000000000.0,4.0,0.06666666666666667,0.0,0.05596804618835449
239,12.915496650148826,10000000000.0,5.0,0.06666666666666667,0.0,0.05596780776977539
240,2154.4346900318865,1e-10,2.0,0.3151515151515152,0.13952562949359196,0.08595085144042969
241,2154.4346900318865,1e-10,3.0,0.9818181818181819,0.029690784761008216,0.08295226097106934
242,2154.4346900318865,1e-10,4.0,0.9090909090909091,0.09958591954639384,0.10394048690795898
243,2154.4346900318865,1e-10,5.0,0.9575757575757577,0.042854956435548326,0.09694457054138184
244,2154.4346900318865,1.6681005372000592e-08,2.0,0.30909090909090914,0.1484539238050411,0.08595085144042969
245,2154.4346900318865,1.6681005372000592e-08,3.0,0.10909090909090909,0.04285495643554833,0.08495163917541504
246,2154.4346900318865,1.6681005372000592e-08,4.0,0.9090909090909091,0.09958591954639384,0.08495116233825684
247,2154.4346900318865,1.6681005372000592e-08,5.0,0.9575757575757577,0.042854956435548326,0.10096287727355957
248,2154.4346900318865,2.782559402207126e-06,2.0,0.30909090909090914,0.1484539238050411,0.08895707130432129
249,2154.4346900318865,2.782559402207126e-06,3.0,0.09696969696969697,0.043703651823805936,0.08892822265625
250,2154.4346900318865,2.782559402207126e-06,4.0,0.07272727272727272,0.019165319152535634,0.08794951438903809
251,2154.4346900318865,2.782559402207126e-06,5.0,0.0787878787878788,0.025712973861329,0.08495163917541504
252,2154.4346900318865,0.0004641588833612782,2.0,0.8303030303030302,0.16663911618021235,0.10194158554077148
253,2154.4346900318865,0.0004641588833612782,3.0,0.09696969696969697,0.043703651823805936,0.09303855895996094
254,2154.4346900318865,0.0004641588833612782,4.0,0.07272727272727272,0.019165319152535634,0.08816766738891602
255,2154.4346900318865,0.0004641588833612782,5.0,0.06666666666666667,0.0,0.08702754974365234
256,2154.4346900318865,0.07742636826811278,2.0,0.8303030303030304,0.18719327529067276,0.10301923751831055
257,2154.4346900318865,0.07742636826811278,3.0,0.6606060606060606,0.24029366789816978,0.10564303398132324
258,2154.4346900318865,0.07742636826811278,4.0,0.4848484848484848,0.2622219109428356,0.12390732765197754
259,2154.4346900318865,0.07742636826811278,5.0,0.37575757575757573,0.25627120620443605,0.11693334579467773
260,2154.4346900318865,12.915496650148826,2.0,0.8303030303030304,0.18719327529067276,0.10394072532653809
261,2154.4346900318865,12.915496650148826,3.0,0.6606060606060606,0.24029366789816978,0.10593914985656738
262,2154.4346900318865,12.915496650148826,4.0,0.4848484848484848,0.2622219109428356,0.11093640327453613
263,2154.4346900318865,12.915496650148826,5.0,0.37575757575757573,0.25627120620443605,0.11093688011169434
264,2154.4346900318865,2154.4346900318865,2.0,0.8303030303030304,0.18719327529067276,0.10394024848937988
265,2154.4346900318865,2154.4346900318865,3.0,0.6606060606060606,0.24029366789816978,0.10493969917297363
266,2154.4346900318865,2154.4346900318865,4.0,0.4848484848484848,0.2622219109428356,0.10893774032592773
267,2154.4346900318865,2154.4346900318865,5.0,0.37575757575757573,0.25627120620443605,0.1179349422454834
268,2154.4346900318865,359381.36638046405,2.0,0.8303030303030304,0.18719327529067276,0.10919404029846191
269,2154.4346900318865,359381.36638046405,3.0,0.6606060606060606,0.24029366789816978,0.10694003105163574
270,2154.4346900318865,359381.36638046405,4.0,0.4848484848484848,0.2622219109428356,0.10893678665161133
271,2154.4346900318865,359381.36638046405,5.0,0.37575757575757573,0.25627120620443605,0.11393475532531738
272,2154.4346900318865,59948425.03189421,2.0,0.8303030303030304,0.18719327529067276,0.10409235954284668
273,2154.4346900318865,59948425.03189421,3.0,0.6606060606060606,0.24029366789816978,0.10693836212158203
274,2154.4346900318865,59948425.03189421,4.0,0.4848484848484848,0.2622219109428356,0.10706090927124023
275,2154.4346900318865,59948425.03189421,5.0,0.06666666666666667,0.0,0.056967973709106445
