,C,Accuracy,Std
0,1e-30,0.9878787878787879,0.03833063830507125
1,2.5353644939701166e-30,0.9878787878787879,0.03833063830507125
2,6.428073117284346e-30,0.9878787878787879,0.03833063830507125
3,1.6297508346206403e-29,0.9878787878787879,0.03833063830507125
4,4.1320124001153343e-29,0.9878787878787879,0.03833063830507125
5,1.0476157527896663e-28,0.9878787878787879,0.03833063830507125
6,2.6560877829466947e-28,0.9878787878787879,0.03833063830507125
7,6.7341506577508e-28,0.9878787878787879,0.03833063830507125
8,1.707352647470689e-27,0.9878787878787879,0.03833063830507125
9,4.3287612810830615e-27,0.9878787878787879,0.03833063830507125
10,1.097498765493059e-26,0.9878787878787879,0.03833063830507125
11,2.782559402207114e-26,0.9878787878787879,0.03833063830507125
12,7.054802310718631e-26,0.9878787878787879,0.03833063830507125
13,1.7886495290574352e-25,0.9878787878787879,0.03833063830507125
14,4.534878508128591e-25,0.9878787878787879,0.03833063830507125
15,1.1497569953977403e-24,0.9878787878787879,0.03833063830507125
16,2.9150530628251697e-24,0.9878787878787879,0.03833063830507125
17,7.390722033525776e-24,0.9878787878787879,0.03833063830507125
18,1.873817422860387e-23,0.9878787878787879,0.03833063830507125
19,4.750810162102774e-23,0.9878787878787879,0.03833063830507125
20,1.2045035402587886e-22,0.9878787878787879,0.03833063830507125
21,3.0538555088334124e-22,0.9878787878787879,0.03833063830507125
22,7.742636826811277e-22,0.9878787878787879,0.03833063830507125
23,1.9630406500402764e-21,0.9878787878787879,0.03833063830507125
24,4.9770235643320935e-21,0.9878787878787879,0.03833063830507125
25,1.2618568830660184e-20,0.9878787878787879,0.03833063830507125
26,3.1992671377973844e-20,0.9878787878787879,0.03833063830507125
27,8.111308307896822e-20,0.9878787878787879,0.03833063830507125
28,2.05651230834866e-19,0.9878787878787879,0.03833063830507125
29,5.214008287999674e-19,0.9030303030303032,0.0822100604015184
30,1.3219411484660287e-18,0.9515151515151515,0.07569694543513208
31,3.351602650938848e-18,0.9818181818181819,0.05749595745760689
32,8.497534359086404e-18,0.9878787878787879,0.03833063830507125
33,2.1544346900318954e-17,0.9818181818181819,0.05749595745760689
34,5.462277217684337e-17,0.9878787878787879,0.03833063830507125
35,1.3848863713938745e-16,0.993939393939394,0.01916531915253563
36,3.511191734215127e-16,0.9878787878787879,0.03833063830507125
37,8.902150854450392e-16,0.9878787878787879,0.03833063830507125
38,2.257019719633917e-15,0.9878787878787879,0.03833063830507125
39,5.72236765935022e-15,0.9878787878787879,0.03833063830507125
40,1.450828778495943e-14,0.9878787878787879,0.03833063830507125
41,3.678379771828619e-14,0.9878787878787879,0.03833063830507125
42,9.32603346883218e-14,0.9878787878787879,0.03833063830507125
43,2.3644894126454073e-13,0.9878787878787879,0.03833063830507125
44,5.994842503189421e-13,0.9878787878787879,0.03833063830507125
45,1.519911082952927e-12,0.9878787878787879,0.03833063830507125
46,3.85352859371052e-12,0.9878787878787879,0.03833063830507125
47,9.770099572992246e-12,0.9878787878787879,0.03833063830507125
48,2.4770763559917138e-11,0.9878787878787879,0.03833063830507125
49,6.280291441834272e-11,0.9878787878787879,0.03833063830507125
50,1.5922827933410874e-10,0.9878787878787879,0.03833063830507125
51,4.03701725859655e-10,0.9878787878787879,0.03833063830507125
52,1.0235310218990269e-09,0.9878787878787879,0.03833063830507125
53,2.5950242113997426e-09,0.9878787878787879,0.03833063830507125
54,6.579332246575656e-09,0.9878787878787879,0.03833063830507125
55,1.6681005372000556e-08,0.9878787878787879,0.03833063830507125
56,4.229242874389499e-08,0.9878787878787879,0.03833063830507125
57,1.0722672220103253e-07,0.9878787878787879,0.03833063830507125
58,2.718588242732929e-07,0.9878787878787879,0.03833063830507125
59,6.892612104349681e-07,0.9878787878787879,0.03833063830507125
60,1.747528400007683e-06,0.9878787878787879,0.03833063830507125
61,4.430621457583887e-06,0.9878787878787879,0.03833063830507125
62,1.123324032978022e-05,0.9878787878787879,0.03833063830507125
63,2.8480358684357933e-05,0.9878787878787879,0.03833063830507125
64,7.220809018385456e-05,0.9878787878787879,0.03833063830507125
65,0.00018307382802953696,0.9878787878787879,0.03833063830507125
66,0.00046415888336127914,0.9878787878787879,0.03833063830507125
67,0.0011768119524349942,0.9878787878787879,0.03833063830507125
68,0.0029836472402833343,0.9878787878787879,0.03833063830507125
69,0.007564633275546291,0.9878787878787879,0.03833063830507125
70,0.019179102616724928,0.9696969696969698,0.05938156952201642
71,0.04862601580065334,0.9515151515151515,0.07569694543513211
72,0.12328467394420634,0.9454545454545454,0.07422696190252055
73,0.31257158496882353,0.9454545454545454,0.07422696190252055
74,0.7924828983539186,0.9454545454545454,0.07422696190252055
75,2.0092330025650376,0.9454545454545454,0.07422696190252055
76,5.094138014816365,0.9454545454545454,0.07422696190252055
77,12.915496650148826,0.9454545454545454,0.07422696190252055
78,32.745491628777316,0.9454545454545454,0.07422696190252055
79,83.02175681319702,0.9454545454545454,0.07422696190252055
80,210.49041445120304,0.9454545454545454,0.07422696190252055
81,533.6699231206302,0.9454545454545454,0.07422696190252055
82,1353.0477745797964,0.9454545454545454,0.07422696190252055
83,3430.469286314926,0.9454545454545454,0.07422696190252055
84,8697.490026177798,0.9454545454545454,0.07422696190252055
85,22051.307399030593,0.9454545454545454,0.07422696190252055
86,55908.10182512223,0.9454545454545454,0.07422696190252055
87,141747.4162926796,0.9454545454545454,0.07422696190252055
88,359381.36638046405,0.9454545454545454,0.07422696190252055
89,911162.7561154868,0.9454545454545454,0.07422696190252055
90,2310129.7000831394,0.9454545454545454,0.07422696190252055
91,5857020.818056673,0.9454545454545454,0.07422696190252055
92,14849682.622544574,0.9454545454545454,0.07422696190252055
93,37649358.067924865,0.9454545454545454,0.07422696190252055
94,95454845.66618328,0.9454545454545454,0.07422696190252055
95,242012826.47943637,0.9454545454545454,0.07422696190252055
96,613590727.3413188,0.9454545454545454,0.07422696190252055
97,1555676143.930466,0.9454545454545454,0.07422696190252055
98,3944206059.4376802,0.9454545454545454,0.07422696190252055
99,10000000000.0,0.9454545454545454,0.07422696190252055
