,C,Accuracy,Std,Time_train
0,1e-10,0.9878787878787879,0.03833063830507125,0.09794783592224121
1,1.4677992676220674e-10,0.9878787878787879,0.03833063830507125,0.11693429946899414
2,2.1544346900318867e-10,0.9878787878787879,0.03833063830507125,0.09996867179870605
3,3.1622776601683795e-10,0.9878787878787879,0.03833063830507125,0.09996747970581055
4,4.6415888336127727e-10,0.9878787878787879,0.03833063830507125,0.10149455070495605
5,6.812920690579622e-10,0.9878787878787879,0.03833063830507125,0.1019291877746582
6,1e-09,0.9878787878787879,0.03833063830507125,0.10689449310302734
7,1.4677992676220676e-09,0.9878787878787879,0.03833063830507125,0.12193560600280762
8,2.1544346900318866e-09,0.9878787878787879,0.03833063830507125,0.1299586296081543
9,3.1622776601683795e-09,0.9878787878787879,0.03833063830507125,0.11193585395812988
10,4.641588833612773e-09,0.9878787878787879,0.03833063830507125,0.10494422912597656
11,6.812920690579622e-09,0.9878787878787879,0.03833063830507125,0.10094833374023438
12,1e-08,0.9878787878787879,0.03833063830507125,0.10494017601013184
13,1.4677992676220675e-08,0.9878787878787879,0.03833063830507125,0.08845210075378418
14,2.1544346900318822e-08,0.9878787878787879,0.03833063830507125,0.10185909271240234
15,3.162277660168379e-08,0.9878787878787879,0.03833063830507125,0.09195470809936523
16,4.641588833612773e-08,0.9878787878787879,0.03833063830507125,0.0899515151977539
17,6.812920690579608e-08,0.9878787878787879,0.03833063830507125,0.10796403884887695
18,1e-07,0.9878787878787879,0.03833063830507125,0.12292814254760742
19,1.4677992676220674e-07,0.9878787878787879,0.03833063830507125,0.1199336051940918
20,2.1544346900318822e-07,0.9878787878787879,0.03833063830507125,0.11293458938598633
21,3.162277660168379e-07,0.9878787878787879,0.03833063830507125,0.10420560836791992
22,4.6415888336127725e-07,0.9878787878787879,0.03833063830507125,0.0949711799621582
23,6.812920690579608e-07,0.9878787878787879,0.03833063830507125,0.08794879913330078
24,1e-06,0.9878787878787879,0.03833063830507125,0.1139366626739502
25,1.4677992676220675e-06,0.9878787878787879,0.03833063830507125,0.11393380165100098
26,2.1544346900318822e-06,0.9878787878787879,0.03833063830507125,0.1004488468170166
27,3.162277660168379e-06,0.9878787878787879,0.03833063830507125,0.11894750595092773
28,4.641588833612773e-06,0.9878787878787879,0.03833063830507125,0.1099400520324707
29,6.8129206905796085e-06,0.9878787878787879,0.03833063830507125,0.11903929710388184
30,1e-05,0.9878787878787879,0.03833063830507125,0.09699106216430664
31,1.4677992676220675e-05,0.9878787878787879,0.03833063830507125,0.09197306632995605
32,2.1544346900318823e-05,0.9878787878787879,0.03833063830507125,0.0899348258972168
33,3.1622776601683795e-05,0.9878787878787879,0.03833063830507125,0.09223747253417969
34,4.641588833612772e-05,0.9878787878787879,0.03833063830507125,0.1169426441192627
35,6.812920690579608e-05,0.9878787878787879,0.03833063830507125,0.14719533920288086
36,0.0001,0.9878787878787879,0.03833063830507125,0.10894179344177246
37,0.00014677992676220676,0.9878787878787879,0.03833063830507125,0.08795475959777832
38,0.00021544346900318823,0.9878787878787879,0.03833063830507125,0.12492728233337402
39,0.00031622776601683794,0.9878787878787879,0.03833063830507125,0.09194827079772949
40,0.00046415888336127724,0.9878787878787879,0.03833063830507125,0.09567713737487793
41,0.0006812920690579609,0.9878787878787879,0.03833063830507125,0.10793614387512207
42,0.001,0.9878787878787879,0.03833063830507125,0.11093616485595703
43,0.0014677992676220676,0.9878787878787879,0.03833063830507125,0.11193513870239258
44,0.002154434690031882,0.9878787878787879,0.03833063830507125,0.10679984092712402
