,hidden_layer,Accuracy,Std
0,2.0,0.26666666666666666,0.18856180831641267
1,4.0,0.7575757575757577,0.32297969925998127
2,6.0,0.890909090909091,0.24302954734258694
3,8.0,0.9393939393939394,0.1327812260618584
4,10.0,0.9818181818181819,0.08221006040151838
5,12.0,0.9515151515151515,0.12827885144555587
6,14.0,0.9636363636363637,0.08740730364761184
7,16.0,0.9696969696969698,0.08740730364761184
8,18.0,0.9696969696969696,0.11876313904403284
9,20.0,0.9818181818181819,0.08221006040151838
10,22.0,0.9696969696969698,0.11876313904403284
11,24.0,0.9757575757575758,0.08570991287109664
12,26.0,0.9636363636363636,0.13167006656000257
13,28.0,0.9757575757575758,0.08570991287109664
14,30.0,0.9878787878787879,0.0766612766101425
15,32.0,0.9757575757575758,0.08570991287109664
16,34.0,0.9757575757575758,0.11751951169494129
17,36.0,0.9757575757575758,0.08570991287109664
18,38.0,0.9878787878787879,0.0766612766101425
19,40.0,0.9757575757575758,0.11751951169494129
20,42.0,0.9636363636363637,0.11876313904403286
21,44.0,0.9696969696969698,0.10427060929748636
22,46.0,0.9636363636363636,0.11876313904403284
23,48.0,0.9757575757575758,0.08570991287109664
24,50.0,0.9636363636363637,0.11876313904403286
25,52.0,0.9696969696969696,0.11876313904403284
26,54.0,0.9818181818181819,0.08221006040151838
27,56.0,0.9757575757575758,0.08570991287109664
28,58.0,0.9757575757575758,0.11751951169494129
29,60.0,0.9696969696969698,0.08740730364761184
30,62.0,0.9757575757575758,0.08570991287109664
31,64.0,0.9757575757575758,0.11751951169494129
32,66.0,0.9575757575757575,0.1533225532202851
33,68.0,0.9636363636363636,0.13167006656000257
34,70.0,0.9575757575757575,0.1908850393699833
35,72.0,0.9818181818181819,0.08221006040151839
36,74.0,0.9696969696969696,0.11876313904403284
37,76.0,0.9818181818181819,0.08221006040151839
38,78.0,0.9636363636363636,0.13167006656000257
39,80.0,0.9696969696969698,0.11876313904403284
40,82.0,0.9757575757575758,0.11751951169494129
41,84.0,0.9636363636363636,0.13167006656000257
42,86.0,0.9878787878787879,0.0766612766101425
43,88.0,0.9757575757575758,0.08570991287109664
44,90.0,0.9636363636363637,0.10427060929748637
45,92.0,0.9818181818181819,0.08221006040151839
46,94.0,0.9757575757575758,0.11751951169494129
47,96.0,0.9878787878787879,0.05142594772265799
48,98.0,0.9878787878787879,0.0766612766101425
49,100.0,0.9696969696969698,0.11876313904403284
50,102.0,0.9818181818181819,0.11499191491521378
51,104.0,0.9818181818181819,0.08221006040151839
52,106.0,0.9818181818181819,0.08221006040151839
53,108.0,0.9818181818181819,0.11499191491521378
54,110.0,0.9818181818181819,0.08221006040151839
55,112.0,0.9878787878787879,0.05142594772265799
56,114.0,0.9696969696969698,0.08740730364761184
57,116.0,0.9818181818181819,0.05938156952201642
58,118.0,0.9757575757575758,0.11751951169494129
59,120.0,0.9696969696969696,0.13167006656000257
