,hidden_layer,Accuracy,Std
0,95.0,0.9515151515151515,0.12827885144555587
1,100.0,0.9636363636363636,0.11876313904403284
2,105.0,0.9636363636363636,0.15427784316797405
3,110.0,0.9696969696969698,0.08740730364761184
4,115.0,0.9696969696969696,0.11876313904403284
5,120.0,0.9696969696969698,0.15427784316797402
6,125.0,0.9818181818181819,0.08221006040151839
7,130.0,0.9757575757575758,0.11751951169494129
8,135.0,0.9696969696969696,0.10427060929748636
9,140.0,0.9636363636363636,0.13167006656000257
10,145.0,0.9818181818181819,0.08221006040151838
11,150.0,0.9757575757575758,0.08570991287109664
12,155.0,0.9757575757575758,0.11751951169494129
13,160.0,0.9818181818181819,0.05938156952201642
14,165.0,0.9818181818181819,0.08221006040151839
15,170.0,0.9636363636363637,0.1316700665600026
16,175.0,0.9757575757575758,0.08570991287109664
17,180.0,0.9818181818181819,0.05938156952201643
18,185.0,0.9878787878787879,0.0766612766101425
19,190.0,0.9757575757575758,0.11751951169494129
20,195.0,0.9696969696969698,0.11876313904403284
