,min_impurity,max_depth,min_samples_split,Accuracy,Std,Time_process
0,5.0,2.0,2.0,0.3151515151515152,0.14795824988768125,0.1399214267730713
1,5.0,2.0,3.0,0.3151515151515152,0.14795824988768125,0.16390514373779297
2,5.0,2.0,4.0,0.3151515151515152,0.14795824988768125,0.15491151809692383
3,5.0,2.0,5.0,0.3151515151515152,0.14795824988768125,0.16890168190002441
4,5.0,2.0,6.0,0.3151515151515152,0.14795824988768125,0.20088481903076172
5,5.0,2.0,7.0,0.3151515151515152,0.14795824988768125,0.14491844177246094
6,5.0,3.0,2.0,0.3151515151515152,0.14795824988768125,0.21187686920166016
7,5.0,3.0,3.0,0.3151515151515152,0.14795824988768125,0.27584147453308105
8,5.0,3.0,4.0,0.3151515151515152,0.14795824988768125,0.3208162784576416
9,5.0,3.0,5.0,0.3151515151515152,0.14795824988768125,0.19188976287841797
10,5.0,3.0,6.0,0.3151515151515152,0.14795824988768125,0.1888899803161621
11,5.0,3.0,7.0,0.3151515151515152,0.14795824988768125,0.14591622352600098
12,5.0,4.0,2.0,0.3151515151515152,0.14795824988768125,0.10294461250305176
13,5.0,4.0,3.0,0.3151515151515152,0.14795824988768125,0.10294079780578613
14,5.0,4.0,4.0,0.3151515151515152,0.14795824988768125,0.09494280815124512
15,5.0,4.0,5.0,0.3151515151515152,0.14795824988768125,0.10194134712219238
16,5.0,4.0,6.0,0.3151515151515152,0.14795824988768125,0.0959465503692627
17,5.0,4.0,7.0,0.3151515151515152,0.14795824988768125,0.08895134925842285
18,5.0,5.0,2.0,0.3151515151515152,0.14795824988768125,0.08296918869018555
19,5.0,5.0,3.0,0.3151515151515152,0.14795824988768125,0.0869295597076416
20,5.0,5.0,4.0,0.3151515151515152,0.14795824988768125,0.091949462890625
21,5.0,5.0,5.0,0.3151515151515152,0.14795824988768125,0.09794449806213379
22,5.0,5.0,6.0,0.3151515151515152,0.14795824988768125,0.10193848609924316
23,5.0,5.0,7.0,0.3151515151515152,0.14795824988768125,0.11393594741821289
24,5.0,6.0,2.0,0.3151515151515152,0.14795824988768125,0.11993050575256348
25,5.0,6.0,3.0,0.3151515151515152,0.14795824988768125,0.09894323348999023
26,5.0,6.0,4.0,0.3151515151515152,0.14795824988768125,0.12092995643615723
27,5.0,6.0,5.0,0.3151515151515152,0.14795824988768125,0.12293124198913574
28,5.0,6.0,6.0,0.3151515151515152,0.14795824988768125,0.09496450424194336
29,5.0,6.0,7.0,0.3151515151515152,0.14795824988768125,0.09192800521850586
30,5.0,7.0,2.0,0.3151515151515152,0.14795824988768125,0.08596992492675781
31,5.0,7.0,3.0,0.3151515151515152,0.14795824988768125,0.0989217758178711
32,5.0,7.0,4.0,0.3151515151515152,0.14795824988768125,0.0979468822479248
33,5.0,7.0,5.0,0.3151515151515152,0.14795824988768125,0.09294939041137695
34,5.0,7.0,6.0,0.3151515151515152,0.14795824988768125,0.0909433364868164
35,5.0,7.0,7.0,0.3151515151515152,0.14795824988768125,0.09094715118408203
36,7.333333333333334,2.0,2.0,0.5515151515151515,0.2544011134765498,0.12792754173278809
37,7.333333333333334,2.0,3.0,0.5515151515151515,0.2544011134765498,0.13092637062072754
38,7.333333333333334,2.0,4.0,0.5515151515151515,0.2544011134765498,0.11495161056518555
39,7.333333333333334,2.0,5.0,0.5515151515151515,0.2544011134765498,0.10391950607299805
40,7.333333333333334,2.0,6.0,0.5515151515151515,0.2544011134765498,0.10696077346801758
41,7.333333333333334,2.0,7.0,0.5515151515151515,0.2544011134765498,0.12790703773498535
42,7.333333333333334,3.0,2.0,0.5515151515151515,0.2544011134765498,0.1469130516052246
43,7.333333333333334,3.0,3.0,0.5515151515151515,0.2544011134765498,0.10594010353088379
44,7.333333333333334,3.0,4.0,0.5515151515151515,0.2544011134765498,0.13792133331298828
45,7.333333333333334,3.0,5.0,0.5515151515151515,0.2544011134765498,0.18589353561401367
46,7.333333333333334,3.0,6.0,0.5515151515151515,0.2544011134765498,0.18589377403259277
47,7.333333333333334,3.0,7.0,0.5515151515151515,0.2544011134765498,0.19388675689697266
48,7.333333333333334,4.0,2.0,0.5515151515151515,0.2544011134765498,0.21687722206115723
49,7.333333333333334,4.0,3.0,0.5515151515151515,0.2544011134765498,0.17889690399169922
50,7.333333333333334,4.0,4.0,0.5515151515151515,0.2544011134765498,0.19089198112487793
51,7.333333333333334,4.0,5.0,0.5515151515151515,0.2544011134765498,0.11893057823181152
52,7.333333333333334,4.0,6.0,0.5515151515151515,0.2544011134765498,0.12192893028259277
53,7.333333333333334,4.0,7.0,0.5515151515151515,0.2544011134765498,0.17789888381958008
54,7.333333333333334,5.0,2.0,0.5454545454545454,0.2555535593007032,0.16490459442138672
55,7.333333333333334,5.0,3.0,0.5454545454545454,0.2555535593007032,0.15291261672973633
56,7.333333333333334,5.0,4.0,0.5454545454545454,0.2555535593007032,0.16190576553344727
57,7.333333333333334,5.0,5.0,0.5454545454545454,0.2555535593007032,0.09994244575500488
58,7.333333333333334,5.0,6.0,0.5454545454545454,0.2555535593007032,0.10396313667297363
59,7.333333333333334,5.0,7.0,0.5454545454545454,0.2555535593007032,0.10192060470581055
60,7.333333333333334,6.0,2.0,0.5515151515151515,0.2544011134765498,0.09694433212280273
61,7.333333333333334,6.0,3.0,0.5515151515151515,0.2544011134765498,0.11493468284606934
62,7.333333333333334,6.0,4.0,0.5515151515151515,0.2544011134765498,0.16490387916564941
63,7.333333333333334,6.0,5.0,0.5515151515151515,0.2544011134765498,0.18289542198181152
64,7.333333333333334,6.0,6.0,0.5515151515151515,0.2544011134765498,0.15391182899475098
65,7.333333333333334,6.0,7.0,0.5515151515151515,0.2544011134765498,0.17289996147155762
66,7.333333333333334,7.0,2.0,0.5454545454545454,0.2555535593007032,0.16090726852416992
67,7.333333333333334,7.0,3.0,0.5454545454545454,0.2555535593007032,0.14191985130310059
68,7.333333333333334,7.0,4.0,0.5454545454545454,0.2555535593007032,0.12392687797546387
69,7.333333333333334,7.0,5.0,0.5454545454545454,0.2555535593007032,0.11293554306030273
70,7.333333333333334,7.0,6.0,0.5454545454545454,0.2555535593007032,0.10396218299865723
