,min_impurity,max_depth,min_samples_split,Accuracy,Std
0,1e-50,10.0,2.0,0.6484848484848484,0.2713094458860532
1,1e-50,10.0,3.0,0.6545454545454544,0.2586963147928854
2,1e-50,10.0,4.0,0.6484848484848484,0.2622219109428356
3,1e-50,10.0,5.0,0.6848484848484849,0.24633213858062517
4,1e-50,10.0,6.0,0.6909090909090909,0.24333163515011794
5,1e-50,10.0,7.0,0.6848484848484848,0.25440111347654976
6,1e-50,53.333333333333336,2.0,0.6484848484848486,0.260676523243716
7,1e-50,53.333333333333336,3.0,0.6242424242424243,0.27746722769114174
8,1e-50,53.333333333333336,4.0,0.6545454545454545,0.26180134626006274
9,1e-50,53.333333333333336,5.0,0.6727272727272727,0.24855874732618033
10,1e-50,53.333333333333336,6.0,0.6787878787878787,0.24588439727394903
11,1e-50,53.333333333333336,7.0,0.6727272727272727,0.2565577028911118
12,1e-50,96.66666666666667,2.0,0.6484848484848486,0.260676523243716
13,1e-50,96.66666666666667,3.0,0.6242424242424243,0.27746722769114174
14,1e-50,96.66666666666667,4.0,0.6545454545454545,0.26180134626006274
15,1e-50,96.66666666666667,5.0,0.6727272727272727,0.24855874732618033
16,1e-50,96.66666666666667,6.0,0.6787878787878787,0.24588439727394903
17,1e-50,96.66666666666667,7.0,0.6727272727272727,0.2565577028911118
18,1e-50,140.0,2.0,0.6484848484848486,0.260676523243716
19,1e-50,140.0,3.0,0.6242424242424243,0.27746722769114174
20,1e-50,140.0,4.0,0.6545454545454545,0.26180134626006274
21,1e-50,140.0,5.0,0.6727272727272727,0.24855874732618033
22,1e-50,140.0,6.0,0.6787878787878787,0.24588439727394903
23,1e-50,140.0,7.0,0.6727272727272727,0.2565577028911118
24,1e-50,183.33333333333334,2.0,0.6484848484848486,0.260676523243716
25,1e-50,183.33333333333334,3.0,0.6242424242424243,0.27746722769114174
26,1e-50,183.33333333333334,4.0,0.6545454545454545,0.26180134626006274
27,1e-50,183.33333333333334,5.0,0.6727272727272727,0.24855874732618033
28,1e-50,183.33333333333334,6.0,0.6787878787878787,0.24588439727394903
29,1e-50,183.33333333333334,7.0,0.6727272727272727,0.2565577028911118
30,1e-50,226.66666666666669,2.0,0.6484848484848486,0.260676523243716
31,1e-50,226.66666666666669,3.0,0.6242424242424243,0.27746722769114174
32,1e-50,226.66666666666669,4.0,0.6545454545454545,0.26180134626006274
33,1e-50,226.66666666666669,5.0,0.6727272727272727,0.24855874732618033
34,1e-50,226.66666666666669,6.0,0.6787878787878787,0.24588439727394903
35,1e-50,226.66666666666669,7.0,0.6727272727272727,0.2565577028911118
36,1e-50,270.0,2.0,0.6484848484848486,0.260676523243716
37,1e-50,270.0,3.0,0.6242424242424243,0.27746722769114174
38,1e-50,270.0,4.0,0.6545454545454545,0.26180134626006274
39,1e-50,270.0,5.0,0.6727272727272727,0.24855874732618033
40,1e-50,270.0,6.0,0.6787878787878787,0.24588439727394903
41,1e-50,270.0,7.0,0.6727272727272727,0.2565577028911118
42,1e-50,313.33333333333337,2.0,0.6484848484848486,0.260676523243716
43,1e-50,313.33333333333337,3.0,0.6242424242424243,0.27746722769114174
44,1e-50,313.33333333333337,4.0,0.6545454545454545,0.26180134626006274
45,1e-50,313.33333333333337,5.0,0.6727272727272727,0.24855874732618033
46,1e-50,313.33333333333337,6.0,0.6787878787878787,0.24588439727394903
47,1e-50,313.33333333333337,7.0,0.6727272727272727,0.2565577028911118
48,1e-50,356.6666666666667,2.0,0.6484848484848486,0.260676523243716
49,1e-50,356.6666666666667,3.0,0.6242424242424243,0.27746722769114174
50,1e-50,356.6666666666667,4.0,0.6545454545454545,0.26180134626006274
51,1e-50,356.6666666666667,5.0,0.6727272727272727,0.24855874732618033
52,1e-50,356.6666666666667,6.0,0.6787878787878787,0.24588439727394903
53,1e-50,356.6666666666667,7.0,0.6727272727272727,0.2565577028911118
54,1e-50,400.0,2.0,0.6484848484848486,0.260676523243716
55,1e-50,400.0,3.0,0.6242424242424243,0.27746722769114174
56,1e-50,400.0,4.0,0.6545454545454545,0.26180134626006274
57,1e-50,400.0,5.0,0.6727272727272727,0.24855874732618033
58,1e-50,400.0,6.0,0.6787878787878787,0.24588439727394903
59,1e-50,400.0,7.0,0.6727272727272727,0.2565577028911118
60,2.1544346900318954e-45,10.0,2.0,0.6484848484848484,0.2713094458860532
61,2.1544346900318954e-45,10.0,3.0,0.6545454545454544,0.2586963147928854
62,2.1544346900318954e-45,10.0,4.0,0.6484848484848484,0.2622219109428356
63,2.1544346900318954e-45,10.0,5.0,0.6848484848484849,0.24633213858062517
64,2.1544346900318954e-45,10.0,6.0,0.6909090909090909,0.24333163515011794
65,2.1544346900318954e-45,10.0,7.0,0.6848484848484848,0.25440111347654976
66,2.1544346900318954e-45,53.333333333333336,2.0,0.6484848484848486,0.260676523243716
67,2.1544346900318954e-45,53.333333333333336,3.0,0.6242424242424243,0.27746722769114174
68,2.1544346900318954e-45,53.333333333333336,4.0,0.6545454545454545,0.26180134626006274
69,2.1544346900318954e-45,53.333333333333336,5.0,0.6727272727272727,0.24855874732618033
70,2.1544346900318954e-45,53.333333333333336,6.0,0.6787878787878787,0.24588439727394903
71,2.1544346900318954e-45,53.333333333333336,7.0,0.6727272727272727,0.2565577028911118
72,2.1544346900318954e-45,96.66666666666667,2.0,0.6484848484848486,0.260676523243716
73,2.1544346900318954e-45,96.66666666666667,3.0,0.6242424242424243,0.27746722769114174
74,2.1544346900318954e-45,96.66666666666667,4.0,0.6545454545454545,0.26180134626006274
