,max_depth,min_samples_leaf,Accuracy,Std,Time_process
0,2.0,1.0,0.21212121212121213,0.05554637206007079,0.19988512992858887
1,2.0,2.0,0.21212121212121213,0.05554637206007079,0.16490745544433594
2,2.0,3.0,0.21212121212121213,0.05554637206007079,0.1708996295928955
3,2.0,4.0,0.21212121212121213,0.05554637206007079,0.14891505241394043
4,2.0,5.0,0.21212121212121213,0.05554637206007079,0.15091300010681152
5,2.0,6.0,0.21212121212121213,0.05554637206007079,0.22986936569213867
6,2.0,7.0,0.21212121212121213,0.05554637206007079,0.22986745834350586
7,2.0,8.0,0.21212121212121213,0.05554637206007079,0.16690540313720703
8,2.0,9.0,0.21212121212121213,0.05554637206007079,0.14691472053527832
9,2.0,10.0,0.21212121212121213,0.05554637206007079,0.14493680000305176
10,2.0,11.0,0.21212121212121213,0.05554637206007079,0.14589595794677734
11,2.0,12.0,0.21212121212121213,0.05554637206007079,0.13492202758789062
12,2.0,13.0,0.21212121212121213,0.05554637206007079,0.1359245777130127
13,2.0,14.0,0.21212121212121213,0.05554637206007079,0.13592219352722168
14,2.0,15.0,0.21212121212121213,0.05554637206007079,0.2088792324066162
15,3.0,1.0,0.36969696969696975,0.08698606117822621,0.36578893661499023
16,3.0,2.0,0.36969696969696975,0.08698606117822621,0.31582021713256836
17,3.0,3.0,0.36969696969696975,0.08698606117822621,0.22986602783203125
18,3.0,4.0,0.36969696969696975,0.08698606117822621,0.1779184341430664
19,3.0,5.0,0.36969696969696975,0.08698606117822621,0.17689871788024902
20,3.0,6.0,0.36969696969696975,0.08698606117822621,0.16790390014648438
21,3.0,7.0,0.36969696969696975,0.08698606117822621,0.1708812713623047
22,3.0,8.0,0.36969696969696975,0.08698606117822621,0.1759190559387207
23,3.0,9.0,0.3393939393939394,0.07761362712039817,0.1628866195678711
24,3.0,10.0,0.35151515151515156,0.08570991287109668,0.17989587783813477
25,3.0,11.0,0.3575757575757576,0.08656276883082244,0.17092347145080566
26,3.0,12.0,0.3515151515151515,0.08570991287109667,0.16388463973999023
27,3.0,13.0,0.34545454545454546,0.08441447440717648,0.15790987014770508
28,3.0,14.0,0.3393939393939394,0.07761362712039817,0.14391660690307617
29,3.0,15.0,0.34545454545454546,0.07422696190252055,0.19988560676574707
30,4.0,1.0,0.5393939393939393,0.18302628933989698,0.28183817863464355
31,4.0,2.0,0.5393939393939393,0.18302628933989698,0.21487760543823242
32,4.0,3.0,0.5393939393939393,0.18302628933989698,0.1908893585205078
33,4.0,4.0,0.5393939393939393,0.18302628933989698,0.21287775039672852
34,4.0,5.0,0.5515151515151514,0.1887565030593629,0.18889141082763672
35,4.0,6.0,0.5575757575757575,0.1758620379217807,0.19089031219482422
36,4.0,7.0,0.5575757575757575,0.20354976513632322,0.2728447914123535
37,4.0,8.0,0.5393939393939392,0.21358800226310423,0.19688701629638672
38,4.0,9.0,0.49090909090909085,0.17814470856604933,0.24985480308532715
