,max_depth,min_samples_leaf,Accuracy,Std,Time_process
0,2.0,5.0,0.21212121212121213,0.05554637206007079,0.14467501640319824
1,2.0,6.0,0.21212121212121213,0.05554637206007079,0.1354529857635498
2,2.0,7.0,0.21212121212121213,0.05554637206007079,0.13500475883483887
3,2.0,8.0,0.21212121212121213,0.05554637206007079,0.12483620643615723
4,2.0,9.0,0.21212121212121213,0.05554637206007079,0.1400136947631836
5,2.0,10.0,0.21212121212121213,0.05554637206007079,0.12005066871643066
6,2.0,11.0,0.21212121212121213,0.05554637206007079,0.12976598739624023
7,2.0,12.0,0.21212121212121213,0.05554637206007079,0.13021421432495117
8,3.0,5.0,0.36969696969696975,0.08698606117822621,0.16008329391479492
9,3.0,6.0,0.36969696969696975,0.08698606117822621,0.15972018241882324
10,3.0,7.0,0.36969696969696975,0.08698606117822621,0.16028928756713867
11,3.0,8.0,0.36969696969696975,0.08698606117822621,0.179795503616333
12,3.0,9.0,0.3393939393939394,0.07761362712039817,0.16000676155090332
13,3.0,10.0,0.35151515151515156,0.08570991287109668,0.1543593406677246
14,3.0,11.0,0.3575757575757576,0.08656276883082244,0.17824435234069824
15,3.0,12.0,0.3515151515151515,0.08570991287109667,0.16290664672851562
16,4.0,5.0,0.5515151515151514,0.1887565030593629,0.18988943099975586
17,4.0,6.0,0.5575757575757575,0.1758620379217807,0.17292213439941406
18,4.0,7.0,0.5575757575757575,0.20354976513632322,0.17188000679016113
19,4.0,8.0,0.5393939393939392,0.21358800226310423,0.18589425086975098
20,4.0,9.0,0.49090909090909085,0.17814470856604933,0.18366241455078125
21,4.0,10.0,0.45454545454545453,0.16531129329679825,0.1544482707977295
22,4.0,11.0,0.46666666666666673,0.15569978883230456,0.14597821235656738
23,4.0,12.0,0.40606060606060607,0.1253827931247103,0.21970891952514648
24,5.0,5.0,0.5878787878787878,0.22168898373541673,0.2799692153930664
25,5.0,6.0,0.5696969696969697,0.20765868726074926,0.2299966812133789
26,5.0,7.0,0.5454545454545454,0.1965730271542649,0.18497705459594727
27,5.0,8.0,0.5393939393939393,0.19990815154509872,0.17526912689208984
28,5.0,9.0,0.496969696969697,0.17376086287068426,0.20000505447387695
29,5.0,10.0,0.45454545454545453,0.16531129329679825,0.21981096267700195
30,5.0,11.0,0.46666666666666673,0.15569978883230456,0.17017483711242676
31,5.0,12.0,0.40606060606060607,0.1253827931247103,0.17008042335510254
32,6.0,5.0,0.5878787878787878,0.22168898373541673,0.17974400520324707
33,6.0,6.0,0.5696969696969697,0.20765868726074926,0.20010662078857422
34,6.0,7.0,0.5454545454545454,0.1965730271542649,0.18010783195495605
35,6.0,8.0,0.5393939393939393,0.19990815154509872,0.17498207092285156
36,6.0,9.0,0.496969696969697,0.17376086287068426,0.17165827751159668
37,6.0,10.0,0.45454545454545453,0.16531129329679825,0.153336763381958
38,6.0,11.0,0.46666666666666673,0.15569978883230456,0.1463770866394043
39,6.0,12.0,0.40606060606060607,0.1253827931247103,0.1534123420715332
40,7.0,5.0,0.5878787878787878,0.22168898373541673,0.19002151489257812
41,7.0,6.0,0.5696969696969697,0.20765868726074926,0.16508960723876953
42,7.0,7.0,0.5454545454545454,0.1965730271542649,0.16507267951965332
43,7.0,8.0,0.5393939393939393,0.19990815154509872,0.19006800651550293
44,7.0,9.0,0.496969696969697,0.17376086287068426,0.15995454788208008
45,7.0,10.0,0.45454545454545453,0.16531129329679825,0.16001057624816895
46,7.0,11.0,0.46666666666666673,0.15569978883230456,0.19003057479858398
47,7.0,12.0,0.40606060606060607,0.1253827931247103,0.1697220802307129
48,8.0,5.0,0.5878787878787878,0.22168898373541673,0.19018840789794922
49,8.0,6.0,0.5696969696969697,0.20765868726074926,0.1599574089050293
50,8.0,7.0,0.5454545454545454,0.1965730271542649,0.16507935523986816
51,8.0,8.0,0.5393939393939393,0.19990815154509872,0.15497446060180664
52,8.0,9.0,0.496969696969697,0.17376086287068426,0.1797642707824707
53,8.0,10.0,0.45454545454545453,0.16531129329679825,0.20007991790771484
54,8.0,11.0,0.46666666666666673,0.15569978883230456,0.19010615348815918
55,8.0,12.0,0.40606060606060607,0.1253827931247103,0.18998956680297852
56,9.0,5.0,0.5878787878787878,0.22168898373541673,0.42502641677856445
57,9.0,6.0,0.5696969696969697,0.20765868726074926,0.2850050926208496
58,9.0,7.0,0.5454545454545454,0.1965730271542649,0.2548506259918213
59,9.0,8.0,0.5393939393939393,0.19990815154509872,0.17499899864196777
60,9.0,9.0,0.496969696969697,0.17376086287068426,0.1901843547821045
61,9.0,10.0,0.45454545454545453,0.16531129329679825,0.1701509952545166
62,9.0,11.0,0.46666666666666673,0.15569978883230456,0.17992591857910156
63,9.0,12.0,0.40606060606060607,0.1253827931247103,0.1500413417816162
64,10.0,5.0,0.5878787878787878,0.22168898373541673,0.1797502040863037
65,10.0,6.0,0.5696969696969697,0.20765868726074926,0.19016599655151367
66,10.0,7.0,0.5454545454545454,0.1965730271542649,0.2099907398223877
67,10.0,8.0,0.5393939393939393,0.19990815154509872,0.18005037307739258
68,10.0,9.0,0.496969696969697,0.17376086287068426,0.15983891487121582
69,10.0,10.0,0.45454545454545453,0.16531129329679825,0.17512130737304688
70,10.0,11.0,0.46666666666666673,0.15569978883230456,0.16506552696228027
71,10.0,12.0,0.40606060606060607,0.1253827931247103,0.1399238109588623
72,11.0,5.0,0.5878787878787878,0.22168898373541673,0.18984055519104004
73,11.0,6.0,0.5696969696969697,0.20765868726074926,0.17029619216918945
74,11.0,7.0,0.5454545454545454,0.1965730271542649,0.18289422988891602
75,11.0,8.0,0.5393939393939393,0.19990815154509872,0.15660452842712402
76,11.0,9.0,0.496969696969697,0.17376086287068426,0.18538165092468262
77,11.0,10.0,0.45454545454545453,0.16531129329679825,0.15857386589050293
78,11.0,11.0,0.46666666666666673,0.15569978883230456,0.14640164375305176
79,11.0,12.0,0.40606060606060607,0.1253827931247103,0.15369653701782227
80,12.0,5.0,0.5878787878787878,0.22168898373541673,0.166229248046875
81,12.0,6.0,0.5696969696969697,0.20765868726074926,0.16979551315307617
82,12.0,7.0,0.5454545454545454,0.1965730271542649,0.16417574882507324
83,12.0,8.0,0.5393939393939393,0.19990815154509872,0.1607520580291748
84,12.0,9.0,0.496969696969697,0.17376086287068426,0.16527318954467773
85,12.0,10.0,0.45454545454545453,0.16531129329679825,0.15000057220458984
86,12.0,11.0,0.46666666666666673,0.15569978883230456,0.15502548217773438
87,12.0,12.0,0.40606060606060607,0.1253827931247103,0.139693021774292
88,13.0,5.0,0.5878787878787878,0.22168898373541673,0.1952979564666748
89,13.0,6.0,0.5696969696969697,0.20765868726074926,0.2000277042388916
90,13.0,7.0,0.5454545454545454,0.1965730271542649,0.19002890586853027
91,13.0,8.0,0.5393939393939393,0.19990815154509872,0.18506693840026855
92,13.0,9.0,0.496969696969697,0.17376086287068426,0.16483116149902344
93,13.0,10.0,0.45454545454545453,0.16531129329679825,0.15012478828430176
94,13.0,11.0,0.46666666666666673,0.15569978883230456,0.1650841236114502
95,13.0,12.0,0.40606060606060607,0.1253827931247103,0.13958311080932617
96,14.0,5.0,0.5878787878787878,0.22168898373541673,0.1754164695739746
97,14.0,6.0,0.5696969696969697,0.20765868726074926,0.16959309577941895
98,14.0,7.0,0.5454545454545454,0.1965730271542649,0.1603696346282959
99,14.0,8.0,0.5393939393939393,0.19990815154509872,0.14970040321350098
100,14.0,9.0,0.496969696969697,0.17376086287068426,0.14986348152160645
101,14.0,10.0,0.45454545454545453,0.16531129329679825,0.15008068084716797
102,14.0,11.0,0.46666666666666673,0.15569978883230456,0.14031744003295898
103,14.0,12.0,0.40606060606060607,0.1253827931247103,0.13974714279174805
104,15.0,5.0,0.5878787878787878,0.22168898373541673,0.16989827156066895
105,15.0,6.0,0.5696969696969697,0.20765868726074926,0.16045761108398438
106,15.0,7.0,0.5454545454545454,0.1965730271542649,0.16956448554992676
107,15.0,8.0,0.5393939393939393,0.19990815154509872,0.16533517837524414
108,15.0,9.0,0.496969696969697,0.17376086287068426,0.16494035720825195
109,15.0,10.0,0.45454545454545453,0.16531129329679825,0.14989972114562988
110,15.0,11.0,0.46666666666666673,0.15569978883230456,0.140150785446167
111,15.0,12.0,0.40606060606060607,0.1253827931247103,0.13959813117980957
