,min_impurity,max_depth,min_samples_split,Accuracy,Std,Time_process
0,2.0,5.0,2.0,0.3151515151515152,0.14795824988768125,0.11693620681762695
1,2.0,5.0,3.0,0.3151515151515152,0.14795824988768125,0.109466552734375
2,2.0,5.0,4.0,0.3151515151515152,0.14795824988768125,0.10893726348876953
3,2.0,5.0,5.0,0.3151515151515152,0.14795824988768125,0.11193656921386719
4,2.0,5.0,6.0,0.3151515151515152,0.14795824988768125,0.10893774032592773
5,2.0,5.0,7.0,0.3151515151515152,0.14795824988768125,0.12292814254760742
6,2.0,7.888888888888889,2.0,0.5515151515151515,0.2544011134765498,0.11993241310119629
7,2.0,7.888888888888889,3.0,0.5515151515151515,0.2544011134765498,0.11893129348754883
8,2.0,7.888888888888889,4.0,0.5515151515151515,0.2544011134765498,0.12393426895141602
9,2.0,7.888888888888889,5.0,0.5515151515151515,0.2544011134765498,0.12892580032348633
10,2.0,7.888888888888889,6.0,0.5515151515151515,0.2544011134765498,0.12194228172302246
11,2.0,7.888888888888889,7.0,0.5515151515151515,0.2544011134765498,0.11493301391601562
12,2.0,10.777777777777779,2.0,0.6484848484848484,0.24633213858062517,0.13445425033569336
13,2.0,10.777777777777779,3.0,0.6484848484848484,0.24633213858062517,0.13592100143432617
14,2.0,10.777777777777779,4.0,0.6484848484848484,0.24633213858062517,0.15662384033203125
15,2.0,10.777777777777779,5.0,0.6727272727272727,0.2334710337485845,0.17389869689941406
16,2.0,10.777777777777779,6.0,0.6848484848484849,0.23456972703471066,0.17190241813659668
17,2.0,10.777777777777779,7.0,0.6727272727272728,0.23860629921247914,0.15890860557556152
18,2.0,13.666666666666666,2.0,0.6484848484848486,0.2479669399451974,0.16190648078918457
19,2.0,13.666666666666666,3.0,0.6484848484848486,0.2479669399451974,0.13792157173156738
20,2.0,13.666666666666666,4.0,0.6484848484848486,0.2479669399451974,0.24386000633239746
21,2.0,13.666666666666666,5.0,0.6606060606060605,0.23519524741736064,0.20788049697875977
22,2.0,13.666666666666666,6.0,0.6727272727272727,0.2369069125538432,0.15291142463684082
23,2.0,13.666666666666666,7.0,0.6545454545454545,0.24257571025684244,0.15343761444091797
24,2.0,16.555555555555557,2.0,0.6484848484848486,0.2479669399451974,0.17789888381958008
25,2.0,16.555555555555557,3.0,0.6484848484848486,0.2479669399451974,0.13592147827148438
26,2.0,16.555555555555557,4.0,0.6484848484848486,0.2479669399451974,0.19388937950134277
27,2.0,16.555555555555557,5.0,0.6606060606060605,0.23519524741736064,0.26793336868286133
28,2.0,16.555555555555557,6.0,0.6727272727272727,0.2369069125538432,0.4357738494873047
29,2.0,16.555555555555557,7.0,0.6545454545454545,0.24257571025684244,0.4162716865539551
30,2.0,19.444444444444443,2.0,0.6484848484848486,0.2479669399451974,0.3208432197570801
31,2.0,19.444444444444443,3.0,0.6484848484848486,0.2479669399451974,0.275836706161499
32,2.0,19.444444444444443,4.0,0.6484848484848486,0.2479669399451974,0.11295509338378906
33,2.0,19.444444444444443,5.0,0.6606060606060605,0.23519524741736064,0.11691117286682129
