,min_impurity,max_depth,min_samples_split,Accuracy,Std
158,2.782559402207126e-06,67.0,4.0,0.6545454545454545,0.26180134626006274
159,2.782559402207126e-06,67.0,5.0,0.6727272727272727,0.24855874732618033
160,2.782559402207126e-06,67.0,6.0,0.6787878787878787,0.24588439727394903
161,2.782559402207126e-06,67.0,7.0,0.6727272727272727,0.2565577028911118
162,2.782559402207126e-06,78.0,2.0,0.6484848484848486,0.260676523243716
163,2.782559402207126e-06,78.0,3.0,0.6242424242424243,0.27746722769114174
164,2.782559402207126e-06,78.0,4.0,0.6545454545454545,0.26180134626006274
165,2.782559402207126e-06,78.0,5.0,0.6727272727272727,0.24855874732618033
166,2.782559402207126e-06,78.0,6.0,0.6787878787878787,0.24588439727394903
167,2.782559402207126e-06,78.0,7.0,0.6727272727272727,0.2565577028911118
168,2.782559402207126e-06,89.0,2.0,0.6484848484848486,0.260676523243716
169,2.782559402207126e-06,89.0,3.0,0.6242424242424243,0.27746722769114174
170,2.782559402207126e-06,89.0,4.0,0.6545454545454545,0.26180134626006274
171,2.782559402207126e-06,89.0,5.0,0.6727272727272727,0.24855874732618033
172,2.782559402207126e-06,89.0,6.0,0.6787878787878787,0.24588439727394903
173,2.782559402207126e-06,89.0,7.0,0.6727272727272727,0.2565577028911118
174,2.782559402207126e-06,100.0,2.0,0.6484848484848486,0.260676523243716
175,2.782559402207126e-06,100.0,3.0,0.6242424242424243,0.27746722769114174
176,2.782559402207126e-06,100.0,4.0,0.6545454545454545,0.26180134626006274
177,2.782559402207126e-06,100.0,5.0,0.6727272727272727,0.24855874732618033
178,2.782559402207126e-06,100.0,6.0,0.6787878787878787,0.24588439727394903
179,2.782559402207126e-06,100.0,7.0,0.6727272727272727,0.2565577028911118
180,0.0004641588833612782,1.0,2.0,0.11515151515151514,0.029690784761008216
181,0.0004641588833612782,1.0,3.0,0.11515151515151514,0.029690784761008216
182,0.0004641588833612782,1.0,4.0,0.11515151515151514,0.029690784761008216
183,0.0004641588833612782,1.0,5.0,0.11515151515151514,0.029690784761008216
184,0.0004641588833612782,1.0,6.0,0.11515151515151514,0.029690784761008216
185,0.0004641588833612782,1.0,7.0,0.11515151515151514,0.029690784761008216
186,0.0004641588833612782,12.0,2.0,0.6363636363636364,0.2687248397260044
187,0.0004641588833612782,12.0,3.0,0.6242424242424243,0.27746722769114174
188,0.0004641588833612782,12.0,4.0,0.6606060606060606,0.25968830649246727
189,0.0004641588833612782,12.0,5.0,0.6727272727272727,0.24855874732618033
190,0.0004641588833612782,12.0,6.0,0.6787878787878787,0.24588439727394903
191,0.0004641588833612782,12.0,7.0,0.6727272727272727,0.2565577028911118
192,0.0004641588833612782,23.0,2.0,0.6484848484848486,0.260676523243716
193,0.0004641588833612782,23.0,3.0,0.6242424242424243,0.27746722769114174
194,0.0004641588833612782,23.0,4.0,0.6545454545454545,0.26180134626006274
195,0.0004641588833612782,23.0,5.0,0.6727272727272727,0.24855874732618033
196,0.0004641588833612782,23.0,6.0,0.6787878787878787,0.24588439727394903
197,0.0004641588833612782,23.0,7.0,0.6727272727272727,0.2565577028911118
198,0.0004641588833612782,34.0,2.0,0.6484848484848486,0.260676523243716
199,0.0004641588833612782,34.0,3.0,0.6242424242424243,0.27746722769114174
200,0.0004641588833612782,34.0,4.0,0.6545454545454545,0.26180134626006274
201,0.0004641588833612782,34.0,5.0,0.6727272727272727,0.24855874732618033
202,0.0004641588833612782,34.0,6.0,0.6787878787878787,0.24588439727394903
203,0.0004641588833612782,34.0,7.0,0.6727272727272727,0.2565577028911118
204,0.0004641588833612782,45.0,2.0,0.6484848484848486,0.260676523243716
205,0.0004641588833612782,45.0,3.0,0.6242424242424243,0.27746722769114174
206,0.0004641588833612782,45.0,4.0,0.6545454545454545,0.26180134626006274
207,0.0004641588833612782,45.0,5.0,0.6727272727272727,0.24855874732618033
208,0.0004641588833612782,45.0,6.0,0.6787878787878787,0.24588439727394903
209,0.0004641588833612782,45.0,7.0,0.6727272727272727,0.2565577028911118
210,0.0004641588833612782,56.0,2.0,0.6484848484848486,0.260676523243716
211,0.0004641588833612782,56.0,3.0,0.6242424242424243,0.27746722769114174
212,0.0004641588833612782,56.0,4.0,0.6545454545454545,0.26180134626006274
213,0.0004641588833612782,56.0,5.0,0.6727272727272727,0.24855874732618033
214,0.0004641588833612782,56.0,6.0,0.6787878787878787,0.24588439727394903
215,0.0004641588833612782,56.0,7.0,0.6727272727272727,0.2565577028911118
216,0.0004641588833612782,67.0,2.0,0.6484848484848486,0.260676523243716
217,0.0004641588833612782,67.0,3.0,0.6242424242424243,0.27746722769114174
218,0.0004641588833612782,67.0,4.0,0.6545454545454545,0.26180134626006274
219,0.0004641588833612782,67.0,5.0,0.6727272727272727,0.24855874732618033
220,0.0004641588833612782,67.0,6.0,0.6787878787878787,0.24588439727394903
221,0.0004641588833612782,67.0,7.0,0.6727272727272727,0.2565577028911118
222,0.0004641588833612782,78.0,2.0,0.6484848484848486,0.260676523243716
223,0.0004641588833612782,78.0,3.0,0.6242424242424243,0.27746722769114174
224,0.0004641588833612782,78.0,4.0,0.6545454545454545,0.26180134626006274
225,0.0004641588833612782,78.0,5.0,0.6727272727272727,0.24855874732618033
226,0.0004641588833612782,78.0,6.0,0.6787878787878787,0.24588439727394903
227,0.0004641588833612782,78.0,7.0,0.6727272727272727,0.2565577028911118
228,0.0004641588833612782,89.0,2.0,0.6484848484848486,0.260676523243716
229,0.0004641588833612782,89.0,3.0,0.6242424242424243,0.27746722769114174
230,0.0004641588833612782,89.0,4.0,0.6545454545454545,0.26180134626006274
231,0.0004641588833612782,89.0,5.0,0.6727272727272727,0.24855874732618033
232,0.0004641588833612782,89.0,6.0,0.6787878787878787,0.24588439727394903
233,0.0004641588833612782,89.0,7.0,0.6727272727272727,0.2565577028911118
234,0.0004641588833612782,100.0,2.0,0.6484848484848486,0.260676523243716
235,0.0004641588833612782,100.0,3.0,0.6242424242424243,0.27746722769114174
236,0.0004641588833612782,100.0,4.0,0.6545454545454545,0.26180134626006274
237,0.0004641588833612782,100.0,5.0,0.6727272727272727,0.24855874732618033
238,0.0004641588833612782,100.0,6.0,0.6787878787878787,0.24588439727394903
239,0.0004641588833612782,100.0,7.0,0.6727272727272727,0.2565577028911118
240,0.07742636826811278,1.0,2.0,0.06666666666666667,0.0
241,0.07742636826811278,1.0,3.0,0.06666666666666667,0.0
242,0.07742636826811278,1.0,4.0,0.06666666666666667,0.0
243,0.07742636826811278,1.0,5.0,0.06666666666666667,0.0
244,0.07742636826811278,1.0,6.0,0.06666666666666667,0.0
245,0.07742636826811278,1.0,7.0,0.06666666666666667,0.0
246,0.07742636826811278,12.0,2.0,0.06666666666666667,0.0
247,0.07742636826811278,12.0,3.0,0.06666666666666667,0.0
248,0.07742636826811278,12.0,4.0,0.06666666666666667,0.0
249,0.07742636826811278,12.0,5.0,0.06666666666666667,0.0
250,0.07742636826811278,12.0,6.0,0.06666666666666667,0.0
251,0.07742636826811278,12.0,7.0,0.06666666666666667,0.0
252,0.07742636826811278,23.0,2.0,0.06666666666666667,0.0
253,0.07742636826811278,23.0,3.0,0.06666666666666667,0.0
254,0.07742636826811278,23.0,4.0,0.06666666666666667,0.0
255,0.07742636826811278,23.0,5.0,0.06666666666666667,0.0
256,0.07742636826811278,23.0,6.0,0.06666666666666667,0.0
257,0.07742636826811278,23.0,7.0,0.06666666666666667,0.0
258,0.07742636826811278,34.0,2.0,0.06666666666666667,0.0
259,0.07742636826811278,34.0,3.0,0.06666666666666667,0.0
260,0.07742636826811278,34.0,4.0,0.06666666666666667,0.0
261,0.07742636826811278,34.0,5.0,0.06666666666666667,0.0
262,0.07742636826811278,34.0,6.0,0.06666666666666667,0.0
263,0.07742636826811278,34.0,7.0,0.06666666666666667,0.0
264,0.07742636826811278,45.0,2.0,0.06666666666666667,0.0
265,0.07742636826811278,45.0,3.0,0.06666666666666667,0.0
266,0.07742636826811278,45.0,4.0,0.06666666666666667,0.0
267,0.07742636826811278,45.0,5.0,0.06666666666666667,0.0
268,0.07742636826811278,45.0,6.0,0.06666666666666667,0.0
269,0.07742636826811278,45.0,7.0,0.06666666666666667,0.0
270,0.07742636826811278,56.0,2.0,0.06666666666666667,0.0
271,0.07742636826811278,56.0,3.0,0.06666666666666667,0.0
272,0.07742636826811278,56.0,4.0,0.06666666666666667,0.0
273,0.07742636826811278,56.0,5.0,0.06666666666666667,0.0
274,0.07742636826811278,56.0,6.0,0.06666666666666667,0.0
275,0.07742636826811278,56.0,7.0,0.06666666666666667,0.0
276,0.07742636826811278,67.0,2.0,0.06666666666666667,0.0
277,0.07742636826811278,67.0,3.0,0.06666666666666667,0.0
278,0.07742636826811278,67.0,4.0,0.06666666666666667,0.0
279,0.07742636826811278,67.0,5.0,0.06666666666666667,0.0
280,0.07742636826811278,67.0,6.0,0.06666666666666667,0.0
281,0.07742636826811278,67.0,7.0,0.06666666666666667,0.0
282,0.07742636826811278,78.0,2.0,0.06666666666666667,0.0
283,0.07742636826811278,78.0,3.0,0.06666666666666667,0.0
284,0.07742636826811278,78.0,4.0,0.06666666666666667,0.0
285,0.07742636826811278,78.0,5.0,0.06666666666666667,0.0
286,0.07742636826811278,78.0,6.0,0.06666666666666667,0.0
287,0.07742636826811278,78.0,7.0,0.06666666666666667,0.0
288,0.07742636826811278,89.0,2.0,0.06666666666666667,0.0
289,0.07742636826811278,89.0,3.0,0.06666666666666667,0.0
290,0.07742636826811278,89.0,4.0,0.06666666666666667,0.0
291,0.07742636826811278,89.0,5.0,0.06666666666666667,0.0
292,0.07742636826811278,89.0,6.0,0.06666666666666667,0.0
293,0.07742636826811278,89.0,7.0,0.06666666666666667,0.0
294,0.07742636826811278,100.0,2.0,0.06666666666666667,0.0
295,0.07742636826811278,100.0,3.0,0.06666666666666667,0.0
296,0.07742636826811278,100.0,4.0,0.06666666666666667,0.0
297,0.07742636826811278,100.0,5.0,0.06666666666666667,0.0
298,0.07742636826811278,100.0,6.0,0.06666666666666667,0.0
299,0.07742636826811278,100.0,7.0,0.06666666666666667,0.0
300,12.915496650148826,1.0,2.0,0.06666666666666667,0.0
301,12.915496650148826,1.0,3.0,0.06666666666666667,0.0
302,12.915496650148826,1.0,4.0,0.06666666666666667,0.0
303,12.915496650148826,1.0,5.0,0.06666666666666667,0.0
304,12.915496650148826,1.0,6.0,0.06666666666666667,0.0
305,12.915496650148826,1.0,7.0,0.06666666666666667,0.0
306,12.915496650148826,12.0,2.0,0.06666666666666667,0.0
307,12.915496650148826,12.0,3.0,0.06666666666666667,0.0
308,12.915496650148826,12.0,4.0,0.06666666666666667,0.0
309,12.915496650148826,12.0,5.0,0.06666666666666667,0.0
310,12.915496650148826,12.0,6.0,0.06666666666666667,0.0
311,12.915496650148826,12.0,7.0,0.06666666666666667,0.0
312,12.915496650148826,23.0,2.0,0.06666666666666667,0.0
313,12.915496650148826,23.0,3.0,0.06666666666666667,0.0
314,12.915496650148826,23.0,4.0,0.06666666666666667,0.0
315,12.915496650148826,23.0,5.0,0.06666666666666667,0.0
316,12.915496650148826,23.0,6.0,0.06666666666666667,0.0
317,12.915496650148826,23.0,7.0,0.06666666666666667,0.0
318,12.915496650148826,34.0,2.0,0.06666666666666667,0.0
319,12.915496650148826,34.0,3.0,0.06666666666666667,0.0
320,12.915496650148826,34.0,4.0,0.06666666666666667,0.0
321,12.915496650148826,34.0,5.0,0.06666666666666667,0.0
322,12.915496650148826,34.0,6.0,0.06666666666666667,0.0
323,12.915496650148826,34.0,7.0,0.06666666666666667,0.0
324,12.915496650148826,45.0,2.0,0.06666666666666667,0.0
325,12.915496650148826,45.0,3.0,0.06666666666666667,0.0
326,12.915496650148826,45.0,4.0,0.06666666666666667,0.0
327,12.915496650148826,45.0,5.0,0.06666666666666667,0.0
328,12.915496650148826,45.0,6.0,0.06666666666666667,0.0
329,12.915496650148826,45.0,7.0,0.06666666666666667,0.0
330,12.915496650148826,56.0,2.0,0.06666666666666667,0.0
331,12.915496650148826,56.0,3.0,0.06666666666666667,0.0
332,12.915496650148826,56.0,4.0,0.06666666666666667,0.0
333,12.915496650148826,56.0,5.0,0.06666666666666667,0.0
334,12.915496650148826,56.0,6.0,0.06666666666666667,0.0
335,12.915496650148826,56.0,7.0,0.06666666666666667,0.0
336,12.915496650148826,67.0,2.0,0.06666666666666667,0.0
337,12.915496650148826,67.0,3.0,0.06666666666666667,0.0
338,12.915496650148826,67.0,4.0,0.06666666666666667,0.0
339,12.915496650148826,67.0,5.0,0.06666666666666667,0.0
340,12.915496650148826,67.0,6.0,0.06666666666666667,0.0
341,12.915496650148826,67.0,7.0,0.06666666666666667,0.0
342,12.915496650148826,78.0,2.0,0.06666666666666667,0.0
343,12.915496650148826,78.0,3.0,0.06666666666666667,0.0
344,12.915496650148826,78.0,4.0,0.06666666666666667,0.0
345,12.915496650148826,78.0,5.0,0.06666666666666667,0.0
346,12.915496650148826,78.0,6.0,0.06666666666666667,0.0
347,12.915496650148826,78.0,7.0,0.06666666666666667,0.0
348,12.915496650148826,89.0,2.0,0.06666666666666667,0.0
349,12.915496650148826,89.0,3.0,0.06666666666666667,0.0
350,12.915496650148826,89.0,4.0,0.06666666666666667,0.0
351,12.915496650148826,89.0,5.0,0.06666666666666667,0.0
352,12.915496650148826,89.0,6.0,0.06666666666666667,0.0
353,12.915496650148826,89.0,7.0,0.06666666666666667,0.0
354,12.915496650148826,100.0,2.0,0.06666666666666667,0.0
355,12.915496650148826,100.0,3.0,0.06666666666666667,0.0
356,12.915496650148826,100.0,4.0,0.06666666666666667,0.0
357,12.915496650148826,100.0,5.0,0.06666666666666667,0.0
358,12.915496650148826,100.0,6.0,0.06666666666666667,0.0
359,12.915496650148826,100.0,7.0,0.06666666666666667,0.0
360,2154.4346900318865,1.0,2.0,0.06666666666666667,0.0
361,2154.4346900318865,1.0,3.0,0.06666666666666667,0.0
362,2154.4346900318865,1.0,4.0,0.06666666666666667,0.0
363,2154.4346900318865,1.0,5.0,0.06666666666666667,0.0
364,2154.4346900318865,1.0,6.0,0.06666666666666667,0.0
365,2154.4346900318865,1.0,7.0,0.06666666666666667,0.0
366,2154.4346900318865,12.0,2.0,0.06666666666666667,0.0
367,2154.4346900318865,12.0,3.0,0.06666666666666667,0.0
368,2154.4346900318865,12.0,4.0,0.06666666666666667,0.0
369,2154.4346900318865,12.0,5.0,0.06666666666666667,0.0
370,2154.4346900318865,12.0,6.0,0.06666666666666667,0.0
371,2154.4346900318865,12.0,7.0,0.06666666666666667,0.0
372,2154.4346900318865,23.0,2.0,0.06666666666666667,0.0
373,2154.4346900318865,23.0,3.0,0.06666666666666667,0.0
374,2154.4346900318865,23.0,4.0,0.06666666666666667,0.0
375,2154.4346900318865,23.0,5.0,0.06666666666666667,0.0
376,2154.4346900318865,23.0,6.0,0.06666666666666667,0.0
377,2154.4346900318865,23.0,7.0,0.06666666666666667,0.0
378,2154.4346900318865,34.0,2.0,0.06666666666666667,0.0
379,2154.4346900318865,34.0,3.0,0.06666666666666667,0.0
380,2154.4346900318865,34.0,4.0,0.06666666666666667,0.0
381,2154.4346900318865,34.0,5.0,0.06666666666666667,0.0
382,2154.4346900318865,34.0,6.0,0.06666666666666667,0.0
383,2154.4346900318865,34.0,7.0,0.06666666666666667,0.0
384,2154.4346900318865,45.0,2.0,0.06666666666666667,0.0
385,2154.4346900318865,45.0,3.0,0.06666666666666667,0.0
386,2154.4346900318865,45.0,4.0,0.06666666666666667,0.0
387,2154.4346900318865,45.0,5.0,0.06666666666666667,0.0
388,2154.4346900318865,45.0,6.0,0.06666666666666667,0.0
389,2154.4346900318865,45.0,7.0,0.06666666666666667,0.0
390,2154.4346900318865,56.0,2.0,0.06666666666666667,0.0
391,2154.4346900318865,56.0,3.0,0.06666666666666667,0.0
392,2154.4346900318865,56.0,4.0,0.06666666666666667,0.0
393,2154.4346900318865,56.0,5.0,0.06666666666666667,0.0
