,min_impurity,max_depth,min_samples_split,Accuracy,Std,Time_process
0,2.0,2.0,2.0,0.1696969696969697,0.052135304648743205,0.2668459415435791
1,2.0,2.0,3.0,0.1696969696969697,0.052135304648743205,0.26584744453430176
2,2.0,2.0,4.0,0.1696969696969697,0.052135304648743205,0.28783440589904785
3,2.0,2.0,5.0,0.1696969696969697,0.052135304648743205,0.12493014335632324
4,2.0,2.0,6.0,0.1696969696969697,0.052135304648743205,0.16990208625793457
5,2.0,2.0,7.0,0.1696969696969697,0.052135304648743205,0.16590452194213867
6,2.0,3.0,2.0,0.1696969696969697,0.052135304648743205,0.07995271682739258
7,2.0,3.0,3.0,0.1696969696969697,0.052135304648743205,0.09594511985778809
8,2.0,3.0,4.0,0.1696969696969697,0.052135304648743205,0.10393977165222168
9,2.0,3.0,5.0,0.1696969696969697,0.052135304648743205,0.09494709968566895
10,2.0,3.0,6.0,0.1696969696969697,0.052135304648743205,0.10993552207946777
11,2.0,3.0,7.0,0.1696969696969697,0.052135304648743205,0.09394598007202148
12,2.0,4.0,2.0,0.1696969696969697,0.052135304648743205,0.09294795989990234
13,2.0,4.0,3.0,0.1696969696969697,0.052135304648743205,0.13692140579223633
14,2.0,4.0,4.0,0.1696969696969697,0.052135304648743205,0.15890908241271973
15,2.0,4.0,5.0,0.1696969696969697,0.052135304648743205,0.14591598510742188
16,2.0,4.0,6.0,0.1696969696969697,0.052135304648743205,0.11493325233459473
17,2.0,4.0,7.0,0.1696969696969697,0.052135304648743205,0.19288945198059082
18,2.0,5.0,2.0,0.1696969696969697,0.052135304648743205,0.137923002243042
19,2.0,5.0,3.0,0.1696969696969697,0.052135304648743205,0.14191532135009766
20,2.0,5.0,4.0,0.1696969696969697,0.052135304648743205,0.11993217468261719
21,2.0,5.0,5.0,0.1696969696969697,0.052135304648743205,0.12192940711975098
22,2.0,5.0,6.0,0.1696969696969697,0.052135304648743205,0.09794425964355469
23,2.0,5.0,7.0,0.1696969696969697,0.052135304648743205,0.10194253921508789
24,2.0,6.0,2.0,0.1696969696969697,0.052135304648743205,0.12292933464050293
25,2.0,6.0,3.0,0.1696969696969697,0.052135304648743205,0.10893607139587402
26,2.0,6.0,4.0,0.1696969696969697,0.052135304648743205,0.0939478874206543
27,2.0,6.0,5.0,0.1696969696969697,0.052135304648743205,0.09094715118408203
28,2.0,6.0,6.0,0.1696969696969697,0.052135304648743205,0.08494997024536133
29,2.0,6.0,7.0,0.1696969696969697,0.052135304648743205,0.11593341827392578
30,2.0,7.0,2.0,0.1696969696969697,0.052135304648743205,0.13492274284362793
31,2.0,7.0,3.0,0.1696969696969697,0.052135304648743205,0.09394621849060059
32,2.0,7.0,4.0,0.1696969696969697,0.052135304648743205,0.09794354438781738
33,2.0,7.0,5.0,0.1696969696969697,0.052135304648743205,0.09394598007202148
34,2.0,7.0,6.0,0.1696969696969697,0.052135304648743205,0.09694647789001465
35,2.0,7.0,7.0,0.1696969696969697,0.052135304648743205,0.09794282913208008
36,4.0,2.0,2.0,0.2606060606060606,0.10427060929748638,0.13192248344421387
37,4.0,2.0,3.0,0.2606060606060606,0.10427060929748638,0.13692331314086914
38,4.0,2.0,4.0,0.2606060606060606,0.10427060929748638,0.16490602493286133
39,4.0,2.0,5.0,0.2606060606060606,0.10427060929748638,0.13791918754577637
40,4.0,2.0,6.0,0.2606060606060606,0.10427060929748638,0.1159367561340332
41,4.0,2.0,7.0,0.2606060606060606,0.10427060929748638,0.11693143844604492
42,4.0,3.0,2.0,0.2606060606060606,0.10427060929748638,0.11493277549743652
43,4.0,3.0,3.0,0.2606060606060606,0.10427060929748638,0.13892054557800293
44,4.0,3.0,4.0,0.2606060606060606,0.10427060929748638,0.10993623733520508
45,4.0,3.0,5.0,0.2606060606060606,0.10427060929748638,0.11993288993835449
46,4.0,3.0,6.0,0.2606060606060606,0.10427060929748638,0.11893057823181152
47,4.0,3.0,7.0,0.2606060606060606,0.10427060929748638,0.12093138694763184
48,4.0,4.0,2.0,0.2606060606060606,0.10427060929748638,0.1159358024597168
49,4.0,4.0,3.0,0.2606060606060606,0.10427060929748638,0.12492537498474121
50,4.0,4.0,4.0,0.2606060606060606,0.10427060929748638,0.10993552207946777
51,4.0,4.0,5.0,0.2606060606060606,0.10427060929748638,0.1019430160522461
52,4.0,4.0,6.0,0.2606060606060606,0.10427060929748638,0.12592697143554688
53,4.0,4.0,7.0,0.2606060606060606,0.10427060929748638,0.11893153190612793
54,4.0,5.0,2.0,0.2606060606060606,0.10427060929748638,0.10600471496582031
55,4.0,5.0,3.0,0.2606060606060606,0.10427060929748638,0.1032705307006836
56,4.0,5.0,4.0,0.2606060606060606,0.10427060929748638,0.13092494010925293
57,4.0,5.0,5.0,0.2606060606060606,0.10427060929748638,0.12492895126342773
58,4.0,5.0,6.0,0.2606060606060606,0.10427060929748638,0.13894224166870117
59,4.0,5.0,7.0,0.2606060606060606,0.10427060929748638,0.10893416404724121
60,4.0,6.0,2.0,0.2606060606060606,0.10427060929748638,0.10194253921508789
61,4.0,6.0,3.0,0.2606060606060606,0.10427060929748638,0.11893057823181152
62,4.0,6.0,4.0,0.2606060606060606,0.10427060929748638,0.13494372367858887
63,4.0,6.0,5.0,0.2606060606060606,0.10427060929748638,0.12112855911254883
64,4.0,6.0,6.0,0.2606060606060606,0.10427060929748638,0.1412339210510254
65,4.0,6.0,7.0,0.2606060606060606,0.10427060929748638,0.11193633079528809
66,4.0,7.0,2.0,0.2545454545454546,0.09772433634301272,0.0819551944732666
67,4.0,7.0,3.0,0.2545454545454546,0.09772433634301272,0.09793806076049805
68,4.0,7.0,4.0,0.2545454545454546,0.09772433634301272,0.07404375076293945
69,4.0,7.0,5.0,0.2545454545454546,0.09772433634301272,0.07495737075805664
70,4.0,7.0,6.0,0.2545454545454546,0.09772433634301272,0.07435226440429688
71,4.0,7.0,7.0,0.2545454545454546,0.09772433634301272,0.07493734359741211
72,6.0,2.0,2.0,0.40606060606060607,0.17627926754241194,0.09494400024414062
73,6.0,2.0,3.0,0.40606060606060607,0.17627926754241194,0.0939474105834961
74,6.0,2.0,4.0,0.40606060606060607,0.17627926754241194,0.09694290161132812
75,6.0,2.0,5.0,0.40606060606060607,0.17627926754241194,0.10693883895874023
76,6.0,2.0,6.0,0.40606060606060607,0.17627926754241194,0.09094762802124023
77,6.0,2.0,7.0,0.40606060606060607,0.17627926754241194,0.08833050727844238
78,6.0,3.0,2.0,0.40606060606060607,0.17627926754241194,0.08695006370544434
79,6.0,3.0,3.0,0.40606060606060607,0.17627926754241194,0.09294605255126953
80,6.0,3.0,4.0,0.40606060606060607,0.17627926754241194,0.09694838523864746
81,6.0,3.0,5.0,0.40606060606060607,0.17627926754241194,0.08794593811035156
82,6.0,3.0,6.0,0.40606060606060607,0.17627926754241194,0.10095095634460449
83,6.0,3.0,7.0,0.40606060606060607,0.17627926754241194,0.09694838523864746
84,6.0,4.0,2.0,0.40606060606060607,0.17627926754241194,0.09096956253051758
85,6.0,4.0,3.0,0.40606060606060607,0.17627926754241194,0.16185235977172852
86,6.0,4.0,4.0,0.40606060606060607,0.17627926754241194,0.10339879989624023
87,6.0,4.0,5.0,0.40606060606060607,0.17627926754241194,0.09096837043762207
88,6.0,4.0,6.0,0.40606060606060607,0.17627926754241194,0.08695030212402344
89,6.0,4.0,7.0,0.40606060606060607,0.17627926754241194,0.08695006370544434
90,6.0,5.0,2.0,0.40606060606060607,0.17627926754241194,0.0949249267578125
91,6.0,5.0,3.0,0.40606060606060607,0.17627926754241194,0.08999466896057129
92,6.0,5.0,4.0,0.40606060606060607,0.17627926754241194,0.08595013618469238
93,6.0,5.0,5.0,0.40606060606060607,0.17627926754241194,0.08716869354248047
94,6.0,5.0,6.0,0.40606060606060607,0.17627926754241194,0.08992791175842285
95,6.0,5.0,7.0,0.40606060606060607,0.17627926754241194,0.08896946907043457
96,6.0,6.0,2.0,0.40606060606060607,0.17627926754241194,0.10791730880737305
97,6.0,6.0,3.0,0.40606060606060607,0.17627926754241194,0.08795046806335449
98,6.0,6.0,4.0,0.40606060606060607,0.17627926754241194,0.09094715118408203
99,6.0,6.0,5.0,0.40606060606060607,0.17627926754241194,0.08495116233825684
100,6.0,6.0,6.0,0.40606060606060607,0.17627926754241194,0.09894275665283203
101,6.0,6.0,7.0,0.40606060606060607,0.17627926754241194,0.10493969917297363
102,6.0,7.0,2.0,0.40606060606060607,0.17627926754241194,0.0899515151977539
103,6.0,7.0,3.0,0.40606060606060607,0.17627926754241194,0.09394478797912598
104,6.0,7.0,4.0,0.40606060606060607,0.17627926754241194,0.08594942092895508
105,6.0,7.0,5.0,0.40606060606060607,0.17627926754241194,0.08395123481750488
106,6.0,7.0,6.0,0.40606060606060607,0.17627926754241194,0.10376620292663574
107,6.0,7.0,7.0,0.40606060606060607,0.17627926754241194,0.10096192359924316
108,8.0,2.0,2.0,0.6303030303030304,0.2687248397260044,0.10094237327575684
109,8.0,2.0,3.0,0.6303030303030304,0.2687248397260044,0.09792232513427734
110,8.0,2.0,4.0,0.6303030303030304,0.2687248397260044,0.10620999336242676
111,8.0,2.0,5.0,0.6303030303030304,0.2687248397260044,0.10094285011291504
112,8.0,2.0,6.0,0.6303030303030304,0.2687248397260044,0.09794306755065918
113,8.0,2.0,7.0,0.6303030303030304,0.2687248397260044,0.10094237327575684
114,8.0,3.0,2.0,0.6363636363636364,0.25798541398536684,0.1049187183380127
115,8.0,3.0,3.0,0.6363636363636364,0.25798541398536684,0.09894418716430664
116,8.0,3.0,4.0,0.6363636363636364,0.25798541398536684,0.11393427848815918
117,8.0,3.0,5.0,0.6363636363636364,0.25798541398536684,0.09896397590637207
118,8.0,3.0,6.0,0.6363636363636364,0.25798541398536684,0.09694147109985352
119,8.0,3.0,7.0,0.6363636363636364,0.25798541398536684,0.10216546058654785
120,8.0,4.0,2.0,0.6363636363636364,0.25798541398536684,0.0969235897064209
121,8.0,4.0,3.0,0.6363636363636364,0.25798541398536684,0.09892034530639648
122,8.0,4.0,4.0,0.6363636363636364,0.25798541398536684,0.09594488143920898
123,8.0,4.0,5.0,0.6363636363636364,0.25798541398536684,0.09494519233703613
124,8.0,4.0,6.0,0.6363636363636364,0.25798541398536684,0.09951066970825195
125,8.0,4.0,7.0,0.6363636363636364,0.25798541398536684,0.09894299507141113
126,8.0,5.0,2.0,0.6303030303030304,0.2595468255195619,0.10492181777954102
127,8.0,5.0,3.0,0.6303030303030304,0.2595468255195619,0.09694123268127441
128,8.0,5.0,4.0,0.6303030303030304,0.2595468255195619,0.09595584869384766
129,8.0,5.0,5.0,0.6303030303030304,0.2595468255195619,0.09507012367248535
130,8.0,5.0,6.0,0.6303030303030304,0.2595468255195619,0.0942068099975586
131,8.0,5.0,7.0,0.6303030303030304,0.2595468255195619,0.10492110252380371
132,8.0,6.0,2.0,0.6424242424242425,0.2498851894313734,0.09294366836547852
133,8.0,6.0,3.0,0.6424242424242425,0.2498851894313734,0.09303712844848633
134,8.0,6.0,4.0,0.6424242424242425,0.2498851894313734,0.09596633911132812
135,8.0,6.0,5.0,0.6424242424242425,0.2498851894313734,0.09394693374633789
136,8.0,6.0,6.0,0.6424242424242425,0.2498851894313734,0.09508180618286133
137,8.0,6.0,7.0,0.6424242424242425,0.2498851894313734,0.11095714569091797
138,8.0,7.0,2.0,0.6363636363636364,0.25164290293365693,0.09094786643981934
139,8.0,7.0,3.0,0.6363636363636364,0.25164290293365693,0.0981757640838623
140,8.0,7.0,4.0,0.6363636363636364,0.25164290293365693,0.09494519233703613
141,8.0,7.0,5.0,0.6363636363636364,0.25164290293365693,0.09394598007202148
142,8.0,7.0,6.0,0.6363636363636364,0.25164290293365693,0.09994196891784668
143,8.0,7.0,7.0,0.6363636363636364,0.25164290293365693,0.09795308113098145
144,10.0,2.0,2.0,0.6484848484848484,0.24633213858062517,0.10293841361999512
145,10.0,2.0,3.0,0.6484848484848484,0.24633213858062517,0.09994268417358398
146,10.0,2.0,4.0,0.6484848484848484,0.24633213858062517,0.10303640365600586
147,10.0,2.0,5.0,0.6727272727272727,0.2334710337485845,0.12694501876831055
148,10.0,2.0,6.0,0.6848484848484849,0.23456972703471066,0.10735154151916504
149,10.0,2.0,7.0,0.6727272727272728,0.23860629921247914,0.10296368598937988
150,10.0,3.0,2.0,0.690909090909091,0.23659662176900773,0.09894204139709473
151,10.0,3.0,3.0,0.690909090909091,0.23659662176900773,0.09994268417358398
152,10.0,3.0,4.0,0.690909090909091,0.23659662176900773,0.10013222694396973
153,10.0,3.0,5.0,0.690909090909091,0.23659662176900773,0.10293960571289062
154,10.0,3.0,6.0,0.690909090909091,0.23659662176900773,0.09994268417358398
155,10.0,3.0,7.0,0.6848484848484849,0.2479669399451974,0.10794210433959961
156,10.0,4.0,2.0,0.6787878787878788,0.25237167046856984,0.10694026947021484
