,max_depth,min_samples_leaf,Accuracy,Std,Time_process
0,2.0,5.0,0.21212121212121213,0.05554637206007079,0.13998174667358398
1,2.0,6.0,0.21212121212121213,0.05554637206007079,0.1449108123779297
2,2.0,7.0,0.21212121212121213,0.05554637206007079,0.1349472999572754
3,2.0,8.0,0.21212121212121213,0.05554637206007079,0.13988351821899414
4,2.0,9.0,0.21212121212121213,0.05554637206007079,0.12990736961364746
5,2.0,10.0,0.21212121212121213,0.05554637206007079,0.1403670310974121
6,2.0,11.0,0.21212121212121213,0.05554637206007079,0.1397864818572998
7,2.0,12.0,0.21212121212121213,0.05554637206007079,0.1350858211517334
8,3.0,5.0,0.36969696969696975,0.08698606117822621,0.16978144645690918
9,3.0,6.0,0.36969696969696975,0.08698606117822621,0.16485905647277832
10,3.0,7.0,0.36969696969696975,0.08698606117822621,0.1653733253479004
11,3.0,8.0,0.36969696969696975,0.08698606117822621,0.15994930267333984
12,3.0,9.0,0.36969696969696975,0.08698606117822621,0.16997289657592773
13,3.0,10.0,0.36969696969696975,0.08698606117822621,0.1648879051208496
14,3.0,11.0,0.36969696969696975,0.08698606117822621,0.1651928424835205
15,3.0,12.0,0.36969696969696975,0.08698606117822621,0.16501855850219727
16,4.0,5.0,0.5393939393939393,0.18302628933989698,0.22499775886535645
17,4.0,6.0,0.5393939393939393,0.18302628933989698,0.1848757266998291
18,4.0,7.0,0.5393939393939393,0.18302628933989698,0.19005751609802246
19,4.0,8.0,0.5393939393939393,0.18302628933989698,0.20504999160766602
20,4.0,9.0,0.5515151515151514,0.1887565030593629,0.22986626625061035
21,4.0,10.0,0.5515151515151514,0.1887565030593629,0.1900956630706787
22,4.0,11.0,0.5515151515151514,0.1887565030593629,0.3000502586364746
23,4.0,12.0,0.5515151515151514,0.1887565030593629,0.22991061210632324
24,5.0,5.0,0.5757575757575758,0.22251587576588872,0.23002004623413086
25,5.0,6.0,0.5696969696969697,0.2350390233898826,0.2124326229095459
26,5.0,7.0,0.5636363636363636,0.24014076068071455,0.21288013458251953
27,5.0,8.0,0.5818181818181819,0.22934409610211515,0.2188727855682373
28,5.0,9.0,0.5939393939393939,0.24692786409046497,0.24885940551757812
29,5.0,10.0,0.5818181818181819,0.22399658924334945,0.20188283920288086
30,5.0,11.0,0.5515151515151515,0.21666136886932702,0.20474696159362793
31,5.0,12.0,0.5636363636363636,0.23157543241870063,0.19530653953552246
32,6.0,5.0,0.5818181818181817,0.23968145373679017,0.20510220527648926
33,6.0,6.0,0.6,0.23952815570144856,0.2298750877380371
34,6.0,7.0,0.5818181818181817,0.23968145373679017,0.20993757247924805
35,6.0,8.0,0.5757575757575757,0.21885418285173078,0.20023894309997559
36,6.0,9.0,0.5818181818181819,0.24959103372089697,0.23963069915771484
37,6.0,10.0,0.5818181818181819,0.22399658924334945,0.23990702629089355
38,6.0,11.0,0.5515151515151515,0.21666136886932702,0.22024798393249512
39,6.0,12.0,0.5636363636363636,0.23157543241870063,0.22006487846374512
40,7.0,5.0,0.5818181818181817,0.23968145373679017,0.2399754524230957
41,7.0,6.0,0.6,0.23952815570144856,0.20985651016235352
42,7.0,7.0,0.5818181818181817,0.23968145373679017,0.22017502784729004
43,7.0,8.0,0.5757575757575757,0.21885418285173078,0.2100691795349121
44,7.0,9.0,0.5818181818181819,0.24959103372089697,0.22996997833251953
45,7.0,10.0,0.5818181818181819,0.22399658924334945,0.24965763092041016
46,7.0,11.0,0.5515151515151515,0.21666136886932702,0.20536565780639648
47,7.0,12.0,0.5636363636363636,0.23157543241870063,0.19965291023254395
48,8.0,5.0,0.5818181818181817,0.23968145373679017,0.2052593231201172
49,8.0,6.0,0.6,0.23952815570144856,0.20698285102844238
50,8.0,7.0,0.5818181818181817,0.23968145373679017,0.2330465316772461
51,8.0,8.0,0.5757575757575757,0.21885418285173078,0.22996234893798828
52,8.0,9.0,0.5818181818181819,0.24959103372089697,0.23753023147583008
53,8.0,10.0,0.5818181818181819,0.22399658924334945,0.19221091270446777
54,8.0,11.0,0.5515151515151515,0.21666136886932702,0.20024633407592773
55,8.0,12.0,0.5636363636363636,0.23157543241870063,0.20482635498046875
56,9.0,5.0,0.5818181818181817,0.23968145373679017,0.20376229286193848
57,9.0,6.0,0.6,0.23952815570144856,0.22116804122924805
58,9.0,7.0,0.5818181818181817,0.23968145373679017,0.21007227897644043
59,9.0,8.0,0.5757575757575757,0.21885418285173078,0.21019601821899414
60,9.0,9.0,0.5818181818181819,0.24959103372089697,0.20007681846618652
61,9.0,10.0,0.5818181818181819,0.22399658924334945,0.19980669021606445
62,9.0,11.0,0.5515151515151515,0.21666136886932702,0.18993210792541504
63,9.0,12.0,0.5636363636363636,0.23157543241870063,0.20023870468139648
64,10.0,5.0,0.5818181818181817,0.23968145373679017,0.20502686500549316
65,10.0,6.0,0.6,0.23952815570144856,0.20992588996887207
66,10.0,7.0,0.5818181818181817,0.23968145373679017,0.20473527908325195
67,10.0,8.0,0.5757575757575757,0.21885418285173078,0.22008609771728516
68,10.0,9.0,0.5818181818181819,0.24959103372089697,0.19513654708862305
69,10.0,10.0,0.5818181818181819,0.22399658924334945,0.20472955703735352
70,10.0,11.0,0.5515151515151515,0.21666136886932702,0.20534968376159668
71,10.0,12.0,0.5636363636363636,0.23157543241870063,0.20498132705688477
72,11.0,5.0,0.5818181818181817,0.23968145373679017,0.23017168045043945
73,11.0,6.0,0.6,0.23952815570144856,0.1997513771057129
74,11.0,7.0,0.5818181818181817,0.23968145373679017,0.30985283851623535
75,11.0,8.0,0.5757575757575757,0.21885418285173078,0.21499872207641602
76,11.0,9.0,0.5818181818181819,0.24959103372089697,0.1899271011352539
77,11.0,10.0,0.5818181818181819,0.22399658924334945,0.1902165412902832
78,11.0,11.0,0.5515151515151515,0.21666136886932702,0.1869373321533203
79,11.0,12.0,0.5636363636363636,0.23157543241870063,0.2002103328704834
80,12.0,5.0,0.5818181818181817,0.23968145373679017,0.1999666690826416
81,12.0,6.0,0.6,0.23952815570144856,0.2326366901397705
82,12.0,7.0,0.5818181818181817,0.23968145373679017,0.2003161907196045
83,12.0,8.0,0.5757575757575757,0.21885418285173078,0.19488191604614258
84,12.0,9.0,0.5818181818181819,0.24959103372089697,0.21506428718566895
85,12.0,10.0,0.5818181818181819,0.22399658924334945,0.19470906257629395
86,12.0,11.0,0.5515151515151515,0.21666136886932702,0.19034361839294434
87,12.0,12.0,0.5636363636363636,0.23157543241870063,0.21007847785949707
88,13.0,5.0,0.5818181818181817,0.23968145373679017,0.20993566513061523
89,13.0,6.0,0.6,0.23952815570144856,0.23006844520568848
90,13.0,7.0,0.5818181818181817,0.23968145373679017,0.1996910572052002
91,13.0,8.0,0.5757575757575757,0.21885418285173078,0.19004464149475098
